Statistics	R_squared_coefficient
Normalized-Vectors *K-Div	0.892937543995988
K-Div *N2r	0.89287333896079
SimMM^2 *Lengthd^2	0.892680626330735
SimMM *Jensen-Shannon	0.89263831092084
Hellinger *EMD	0.892532798078607
Kulczynski1 *Similarity-ratio	0.892362534629477
Pearson-Coeff *D2s	0.892293279410499
D2z *D2s	0.892293279410495
Jensen-Shannon *N2r	0.89188352899557
EMD *SimMM^2	0.891746879008837
Harmonic-Mean *N2rc	0.89148951668822
Intersection *Similarity-ratio	0.891478740554607
SimMM *Spearman	0.891475324326381
Lengthd *Jensen-Shannon^2	0.89146019423321
Hellinger	0.891324830490945
SimMM *D2s	0.891302635605009
Hellinger *AFd	0.891212290514734
Normalized-Vectors^2 *EMD^2	0.891149571916553
Hellinger *AFd^2	0.891141045209929
Normalized-Vectors *Jensen-Shannon	0.8910868202928
Canberra	0.891071453084152
Intersection *N2rrc	0.890917319734269
AFd *Canberra	0.890858353915992
Canberra *AFd^2	0.890731164451092
Harmonic-Mean *N2r	0.890435482812738
Jefferey-Div *D2z	0.890368696928145
Jefferey-Div *Pearson-Coeff	0.89036869692814
Chi-Squared *N2rrc	0.89028635745379
Harmonic-Mean *SimMM	0.890268856329294
Squared-Chord *N2r	0.890213905874827
D2z *Spearman	0.890191768750973
Pearson-Coeff *Spearman	0.890191768750973
Markov *EMD^2	0.890185350370505
K-Div *D2z	0.889929640201883
K-Div *Pearson-Coeff	0.889929640201883
Jefferey-Div^2 *Lengthd^2	0.889830679638508
K-Div^2 *Lengthd^2	0.889695717665058
Normalized-Vectors *Harmonic-Mean	0.889198557332832
Squared-Chord *N2rc	0.889083118387742
D2z^2 *EMD^2	0.888700349825314
Pearson-Coeff^2 *EMD^2	0.888700349825313
KL-Cond *N2rrc	0.888552854418582
Markov *Lengthd	0.888424489972242
D2z *Jensen-Shannon	0.888362992335561
Pearson-Coeff *Jensen-Shannon	0.888362992335552
Lengthd^2 *D2-star^2	0.888350067255058
EMD *D2-star^2	0.888112892368491
Intersection *N2r	0.888096493114502
D2-star^2	0.887828060408758
AFd *D2-star^2	0.887803099561758
AFd^2 *D2-star^2	0.88778142087632
RRE-k-r *N2rrc	0.887361841214045
Normalized-Vectors *Squared-Chord	0.887009796972306
Harmonic-Mean *Pearson-Coeff	0.886628912415409
Harmonic-Mean *D2z	0.886628912415405
Lengthd *Harmonic-Mean^2	0.886448179613122
Euclidean *EMD^2	0.886136398131141
Squared-Chord *SimMM	0.885981393703682
Lengthd *Spearman^2	0.885895874945777
Chi-Squared *N2r	0.885594676675684
Jefferey-Div *D2-star	0.884865371346178
Kulczynski2 *Similarity-ratio	0.884685357631032
EMD *Jefferey-Div^2	0.884596875490877
Chi-Squared *N2rc	0.884530906539977
Squared-Chord *D2z	0.884526687001707
Pearson-Coeff *Squared-Chord	0.884526687001703
D2s *D2-star	0.884433330499621
K-Div *D2-star	0.884381865448061
EMD *K-Div^2	0.884371439745351
KL-Cond *N2rc	0.884367277542217
Kulczynski1 *N2rrc	0.8840955890678
Spearman *D2-star	0.884047687645319
Similarity-ratio *N2rrc^2	0.883976501695426
Lengthd^2 *Jensen-Shannon^2	0.883817119368052
KL-Cond *N2r	0.883518105979769
RRE-k-r *N2rc	0.883206264795716
Jaccard *EMD^2	0.883143963295327
Mismatch *EMD^2	0.883143963295327
KL-Cond *SimMM	0.882843525956701
Jensen-Shannon *D2-star	0.882804003218307
Kulczynski2 *N2rrc	0.882770011500764
RRE-k-r *N2r	0.88246940307581
Chi-Squared *Normalized-Vectors	0.882369091796996
Normalized-Vectors *KL-Cond	0.882277175850397
N2rrc *Similarity-ratio^2	0.881976564137453
RRE-k-r *SimMM	0.88183393478559
Chi-Squared *SimMM	0.881318250469533
Normalized-Vectors *RRE-k-r	0.881284109726197
Jefferey-Div *D2s	0.881074840679174
Harmonic-Mean *D2-star	0.881021450085898
N2rrc *N2rrc^2	0.88071070855517
K-Div *D2s	0.880710354529159
Chi-Squared *Pearson-Coeff	0.880177091028005
Chi-Squared *D2z	0.880177091028002
N2r *Similarity-ratio^2	0.880167335168753
Similarity-ratio *N2r^2	0.880093551992408
Intersection *N2rc	0.879776386363321
Kulczynski1 *N2r	0.879773879324735
Kulczynski2 *N2r	0.879765328738704
Pearson-Coeff *KL-Cond	0.879754717477178
KL-Cond *D2z	0.879754717477174
EMD *Jensen-Shannon^2	0.87907510024353
D2s *Jensen-Shannon	0.878760867674886
RRE-k-r *D2z	0.878754122175486
Pearson-Coeff *RRE-k-r	0.878754122175481
Harmonic-Mean^2 *Lengthd^2	0.878751240136387
N2r *N2rrc^2	0.878595108171627
Squared-Chord *D2-star	0.87855175459126
Spearman *D2s	0.878424180805696
Normalized-Vectors *Intersection	0.878407663438081
Kulczynski1 *N2rc	0.878095118346854
D2s^2	0.87782552432503
AFd *D2s^2	0.877788088909568
D2s^2 *AFd^2	0.877751498151683
Lengthd *D2s^2	0.877459174775963
Spearman^2 *Lengthd^2	0.877384503698328
Manhattan	0.877280324156447
Manhattan *AFd	0.877090990836716
Intersection *D2z	0.876981776018271
Pearson-Coeff *Intersection	0.876981776018271
Manhattan *AFd^2	0.876968633176404
Harmonic-Mean *D2s	0.876779671032161
Jefferey-Div *Spearman	0.876661388046977
N2rrc *N2r^2	0.876230441305042
K-Div *Spearman	0.87615670762329
Normalized-Vectors *Kulczynski1	0.876121803893808
Spearman^2	0.876119029949338
AFd *Spearman^2	0.876070676832131
Spearman^2 *AFd^2	0.876026975649441
Similarity-ratio *Similarity-ratio^2	0.875997689704093
Lengthd *Squared-Chord^2	0.875351604021452
EMD *Spearman^2	0.874989310606808
Spearman *Jensen-Shannon	0.87458734955288
SimMM *Kulczynski1	0.8744834453791
EMD *Harmonic-Mean^2	0.874417688493657
Chi-Squared *D2-star	0.874195143578464
D2z *Kulczynski1	0.87414087976012
Pearson-Coeff *Kulczynski1	0.874140879760116
KL-Cond *D2-star	0.873831317093503
N2r *N2r^2	0.873587304089244
Squared-Chord *D2s	0.873098099174413
Lengthd *KL-Cond^2	0.873032952097564
Kulczynski2 *N2rc	0.873011689923669
Harmonic-Mean *Spearman	0.872804373579578
RRE-k-r *D2-star	0.872709105559248
SimMM^2 *EMD^2	0.872599908488286
Jefferey-Div^2	0.872552197140717
AFd *Jefferey-Div^2	0.87250022837492
Jefferey-Div^2 *AFd^2	0.872450738150084
Hellinger *EMD^2	0.872230320016425
EMD^2 *D2-star^2	0.872128566322048
N2rc *N2rrc^2	0.872020870582481
Jefferey-Div *K-Div	0.871768297112199
Normalized-Vectors *N2rrc^2	0.871755282566807
Intersection *SimMM	0.871721537942219
Normalized-Vectors *Kulczynski2	0.871539451311196
Jefferey-Div *Jensen-Shannon	0.870914066111684
K-Div^2	0.870888820092011
Canberra *Similarity-ratio	0.870845801086112
AFd *K-Div^2	0.870830133038625
K-Div^2 *AFd^2	0.870777713126278
Lengthd *RRE-k-r^2	0.870489051337953
D2z *N2rrc^2	0.870270623725663
Pearson-Coeff *N2rrc^2	0.870270623725658
D2z *Kulczynski2	0.870236365656412
Pearson-Coeff *Kulczynski2	0.870236365656394
K-Div *Jensen-Shannon	0.870161613848923
Squared-Chord *Spearman	0.870154431467581
KL-Cond *D2s	0.869994517456811
Intersection *D2-star	0.869939774673362
Jefferey-Div^2 *EMD^2	0.869666344239399
Harmonic-Mean *Jefferey-Div	0.869480041416184
Manhattan *Similarity-ratio	0.869477331126139
K-Div^2 *EMD^2	0.869383345676668
N2rc *Similarity-ratio^2	0.869283782923341
Jensen-Shannon^2	0.869237082783701
AFd *Jensen-Shannon^2	0.869189897567411
AFd^2 *Jensen-Shannon^2	0.869144495277387
Jefferey-Div *Squared-Chord	0.868921258975266
Chi-Squared *D2s	0.868885481102346
RRE-k-r *D2s	0.868838084812046
Harmonic-Mean *K-Div	0.868752997713481
N2rc *N2r^2	0.868512413004778
Lengthd^2 *D2s^2	0.868390893428
Normalized-Vectors *Similarity-ratio^2	0.868308257522567
K-Div *Squared-Chord	0.868300750084387
EMD *D2s^2	0.868246175395746
Kulczynski1 *D2-star	0.867929915204174
Harmonic-Mean *Jensen-Shannon	0.867772625985046
Normalized-Vectors *N2r^2	0.867615006257463
Squared-Chord^2 *Lengthd^2	0.867307404550311
D2z *Similarity-ratio^2	0.867282980700371
Pearson-Coeff *Similarity-ratio^2	0.867282980700371
Squared-Chord *Jensen-Shannon	0.867021072381329
SimMM *N2rrc^2	0.866949376128606
Lengthd *Chi-Squared^2	0.866566676485898
Pearson-Coeff *N2r^2	0.866378941779673
D2z *N2r^2	0.866378941779666
Harmonic-Mean^2	0.866284392142542
AFd *Harmonic-Mean^2	0.866240724542847
Harmonic-Mean^2 *AFd^2	0.866198340205307
KL-Cond *Spearman	0.865983144000758
SimMM *Kulczynski2	0.865957136248583
Chi-Squared *Spearman	0.865902264233859
KL-Cond^2 *Lengthd^2	0.865694853896992
Canberra *N2rrc	0.865606254550827
Harmonic-Mean *Squared-Chord	0.8653804119596
RRE-k-r *Spearman	0.864931427668388
Jefferey-Div *Intersection	0.864815856415581
K-Div *Intersection	0.864653167428772
EMD *Squared-Chord^2	0.864652638546395
D2-star *N2rrc^2	0.864467648604666
Chi-Squared *Jefferey-Div	0.86433324341186
EMD^2 *Jensen-Shannon^2	0.864242135321811
Chi-Squared *K-Div	0.863697203409513
Kulczynski2 *D2-star	0.863482101195141
Squared-Chord^2	0.863395822001281
AFd *Squared-Chord^2	0.863353824578433
Squared-Chord^2 *AFd^2	0.863315334049236
SimMM *N2r^2	0.863245137454577
RRE-k-r^2 *Lengthd^2	0.863124579652097
Jefferey-Div *KL-Cond	0.862972570799994
Manhattan *N2rrc	0.86273202003126
D2s *Kulczynski1	0.862597516072043
Chi-Squared *Jensen-Shannon	0.862471944600696
N2rrc *N2rc^2	0.862386071491828
Intersection *Jensen-Shannon	0.862256616438522
K-Div *KL-Cond	0.862151890953941
Canberra *N2r	0.862146207842088
Jefferey-Div *RRE-k-r	0.862111811054433
EMD *KL-Cond^2	0.861978438765231
Intersection *Spearman	0.86188421547133
Intersection *D2s	0.86171576554975
N2rrc *Normalized-Vectors^2	0.861446392880466
Similarity-ratio *N2rc^2	0.861426115379863
KL-Cond *Jensen-Shannon	0.861320908495702
K-Div *RRE-k-r	0.861269941484121
D2-star *N2r^2	0.860969055948728
EMD *EMD^2	0.860964762389293
N2r *N2rc^2	0.860931287774427
Chi-Squared *Harmonic-Mean	0.860863751073981
RRE-k-r *Jensen-Shannon	0.86046739222048
Harmonic-Mean *Intersection	0.860086254775083
Similarity-ratio *Normalized-Vectors^2	0.859894066641222
Spearman *Kulczynski1	0.859893907615857
Harmonic-Mean *KL-Cond	0.859877875797741
EMD *RRE-k-r^2	0.859795185255546
Harmonic-Mean^2 *EMD^2	0.859678343770862
N2rrc *Pearson-Coeff^2	0.859661733552696
N2rrc *D2z^2	0.85966173355269
N2r *Normalized-Vectors^2	0.85966102190415
D2-star *Similarity-ratio^2	0.859531899273308
SimMM *Similarity-ratio^2	0.859465164672099
Jefferey-Div *N2rrc^2	0.859264406768748
Canberra *N2rc	0.859198169799609
EMD^2 *Spearman^2	0.859098703509241
Chi-Squared *Squared-Chord	0.859098579172621
K-Div *N2rrc^2	0.859055686441266
Harmonic-Mean *RRE-k-r	0.859030783613291
Squared-Chord *KL-Cond	0.858870842916658
Manhattan *N2r	0.858756269893174
Jefferey-Div *Kulczynski1	0.858663766838282
Chi-Squared^2 *Lengthd^2	0.858623972746776
Similarity-ratio *D2z^2	0.858503232741723
Similarity-ratio *Pearson-Coeff^2	0.858503232741709
D2s *N2rrc^2	0.858229524171004
N2r *D2z^2	0.858034737539752
N2r *Pearson-Coeff^2	0.858034737539747
K-Div *Kulczynski1	0.858019610071219
Squared-Chord *RRE-k-r	0.857922645067609
Normalized-Vectors *Canberra	0.857540340805802
Manhattan *N2rc	0.85745719055053
Jefferey-Div *Kulczynski2	0.857367535002503
K-Div *Kulczynski2	0.85709109723693
Jensen-Shannon *N2rrc^2	0.85705872750601
Spearman *N2rrc^2	0.85693190452564
Jefferey-Div *Similarity-ratio^2	0.85683777662014
Kulczynski1 *Jensen-Shannon	0.856803647679263
K-Div *Similarity-ratio^2	0.856708652691771
Squared-Chord *Intersection	0.856360324508945
D2z *Canberra	0.85627110730661
Pearson-Coeff *Canberra	0.856271107306596
Euclidean	0.856253033401561
EMD *Chi-Squared^2	0.856190183480121
D2s *Kulczynski2	0.856173748253116
Euclidean *AFd	0.856058527055392
Euclidean *AFd^2	0.855941217228493
EuclideanZ *N2rrc	0.855796723816606
Spearman *Kulczynski2	0.855568214937901
Manhattan *Normalized-Vectors	0.855361647743782
Harmonic-Mean *Kulczynski1	0.855198072034486
Harmonic-Mean *N2rrc^2	0.855175829921159
Kulczynski2 *Jensen-Shannon	0.855026680904054
D2s *N2r^2	0.854943131841754
Chi-Squared^2	0.854770296252923
AFd *Chi-Squared^2	0.854734753573566
Jefferey-Div *N2r^2	0.85473422287424
EuclideanZ *Similarity-ratio	0.854709001317996
Chi-Squared^2 *AFd^2	0.854700779052706
SimMM *Canberra	0.85453446296752
Chi-Squared *KL-Cond	0.854480208367412
K-Div *N2r^2	0.854455101984144
Manhattan *D2z	0.854247392847259
Manhattan *Pearson-Coeff	0.85424739284725
Jensen-Shannon *Similarity-ratio^2	0.854102120217122
Markov *EMD	0.853923834470578
KL-Cond *Intersection	0.853656219041656
Chi-Squared *RRE-k-r	0.853581504819672
Manhattan *SimMM	0.853568047628599
Squared-Chord *Kulczynski1	0.853343431612551
Spearman *N2r^2	0.853307767842758
KL-Cond^2	0.853211990554094
AFd *KL-Cond^2	0.853186548617749
KL-Cond^2 *AFd^2	0.853163237207788
Lengthd *Kulczynski1^2	0.85316100710356
EuclideanZ *N2r	0.85313566902233
Harmonic-Mean *Kulczynski2	0.853035392798786
Intersection *RRE-k-r	0.852706339038999
Jensen-Shannon *N2r^2	0.852685120554841
N2rc *N2rc^2	0.85239843381898
KL-Cond *RRE-k-r	0.852341089269649
Normalized-Vectors *N2rc^2	0.852042933034384
Spearman *Similarity-ratio^2	0.852032201692121
Squared-Chord *N2rrc^2	0.851935236287684
Chi-Squared *Intersection	0.851867950488205
Harmonic-Mean *Similarity-ratio^2	0.851786358862542
N2rc *Normalized-Vectors^2	0.851469873559225
EMD^2 *D2s^2	0.851449452501204
RRE-k-r^2	0.851427324778476
AFd *RRE-k-r^2	0.851406458554164
RRE-k-r^2 *AFd^2	0.851386944876443
D2z *N2rc^2	0.851362166688755
Pearson-Coeff *N2rc^2	0.85136216668875
Harmonic-Mean *N2r^2	0.850932177885577
Normalized-Vectors *Normalized-Vectors^2	0.850642350759651
EMD^2 *Lengthd^2	0.850549524673593
N2rc *Pearson-Coeff^2	0.850313152389447
N2rc *D2z^2	0.850313152389432
D2z *Normalized-Vectors^2	0.850123351848424
Pearson-Coeff *Normalized-Vectors^2	0.850123351848419
Canberra *D2-star	0.849919780001927
Squared-Chord *Kulczynski2	0.849898959200476
D2s *Similarity-ratio^2	0.849872366268068
Squared-Chord^2 *EMD^2	0.849702324838749
Normalized-Vectors *Pearson-Coeff^2	0.849643792488359
Normalized-Vectors *D2z^2	0.849643792488356
KL-Cond *N2rrc^2	0.849382590511708
D2z *D2z^2	0.849204156376847
Pearson-Coeff *D2z^2	0.849204156376846
D2z *Pearson-Coeff^2	0.849204156376845
Pearson-Coeff *Pearson-Coeff^2	0.849204156376836
Chi-Squared *Kulczynski1	0.849074833371405
