Statistics	R_squared_coefficient
EMD^2 *N2rc^2	0.977053800075989
EMD *Manhattan^2	0.975822473216666
Jaccard^2 *Lengthd^2	0.975658351485701
Lengthd^2 *Mismatch^2	0.975658351485701
EMD^2 *D2s^2	0.97550346488183
Normalized-Vectors *EMD^2	0.975296509963983
EMD *N2r^2	0.974687817540191
Kulczynski2 *Lengthd^2	0.974129587676233
D2z^2 *Lengthd^2	0.973365304896469
Pearson-Coeff^2 *Lengthd^2	0.973365304896468
Lengthd *Jaccard^2	0.973341990855404
Lengthd *Mismatch^2	0.973341990855404
EMD^2 *Jaccard^2	0.973135241735687
EMD^2 *Mismatch^2	0.973135241735687
EMD *N2rc	0.972275997290304
EMD *D2s	0.9722018996581
D2z *EMD^2	0.971856026230021
Pearson-Coeff *EMD^2	0.971856026230021
EMD *D2s^2	0.971403585036793
Intersection *Lengthd^2	0.9710431399354
Hellinger *EMD^2	0.970857931960129
EMD *Similarity-ratio	0.970823852244078
Euclidean *EMD^2	0.97058167515554
EMD *N2r	0.970426709091344
EMD *N2rrc^2	0.970247247534127
Hellinger *Lengthd	0.970161296077646
Hellinger *EMD	0.969975739637874
D2s *EMD^2	0.969686165905472
Lengthd *D2s^2	0.969649143973388
Kulczynski1 *Lengthd^2	0.969568841857729
Normalized-Vectors *Lengthd	0.969421157058521
Euclidean *EMD	0.969317863253997
EuclideanZ *EMD^2	0.968970916848438
EMD *Jaccard^2	0.968409149280053
EMD *Mismatch^2	0.968409149280053
EMD *N2rrc	0.968325150151169
Euclidean *Lengthd	0.967790975776749
Lengthd *N2rrc^2	0.967506425347238
EMD *Similarity-ratio^2	0.967268786899406
EuclideanZ *EMD	0.967166951160258
N2rc *EMD^2	0.967102389133598
EMD^2 *Similarity-ratio^2	0.966790988417995
EMD^2 *D2-star^2	0.966786889723192
D2-star *EMD^2	0.966338333266015
EMD *N2rc^2	0.966254975578168
EMD *D2-star	0.966118465947405
Lengthd^2 *D2s^2	0.964099677800556
Chi-Squared *Lengthd^2	0.964011416637965
Lengthd *N2rc^2	0.963969261356144
EuclideanZ *Lengthd	0.962794989539845
D2s *Squared-Chord^2	0.961537688963421
Hellinger *Lengthd^2	0.961214195419847
D2z *Lengthd	0.961028797342419
Pearson-Coeff *Lengthd	0.961028797342419
D2s *Chi-Squared^2	0.960899292880435
Lengthd^2 *N2r^2	0.960723884449373
KL-Cond *Lengthd^2	0.960113239598914
D2s *Kulczynski1^2	0.960045176313083
Squared-Chord *D2s^2	0.959997324347955
Chi-Squared *D2s^2	0.959833991842953
Squared-Chord^2 *D2s^2	0.959710724181424
Intersection *Squared-Chord^2	0.959688847686889
Similarity-ratio *Squared-Chord^2	0.959640538524072
Kulczynski1 *D2s^2	0.959458919208896
D2s *K-Div^2	0.95937662343181
Intersection *D2s	0.959277458171337
D2s *SimMM^2	0.959199662229062
Squared-Chord *Squared-Chord^2	0.959175460856714
RRE-k-r *Lengthd^2	0.959123143290228
K-Div *D2s^2	0.959043886528781
Chi-Squared *Squared-Chord^2	0.958951766287498
Kulczynski1 *Squared-Chord^2	0.958934895758148
SimMM *Squared-Chord^2	0.958823625533813
Squared-Chord^2 *SimMM^2	0.958770025011737
Canberra *D2s^2	0.958713898802969
Intersection *D2s^2	0.958695726336123
Harmonic-Mean *D2s^2	0.95867848027578
Chi-Squared^2 *Squared-Chord^2	0.95867797619346
Jensen-Shannon *D2s^2	0.958650182766026
Chi-Squared^2 *D2s^2	0.958630112282254
Jefferey-Div *D2s^2	0.95860654215951
Squared-Chord *Chi-Squared^2	0.958597313785493
K-Div^2 *D2s^2	0.958582496879788
Similarity-ratio *Chi-Squared^2	0.958544135254077
SimMM *D2s^2	0.958456885565472
D2s *Jensen-Shannon^2	0.958330488520654
D2s *Harmonic-Mean^2	0.958324001584943
D2s *Jefferey-Div^2	0.958317571672835
Squared-Chord *Kulczynski1^2	0.95830851296227
Manhattan *D2s	0.958299346635038
Intersection *Chi-Squared^2	0.958297645701223
KL-Cond *D2s^2	0.95828982697449
Canberra *Squared-Chord^2	0.958287765006538
D2s *Intersection^2	0.958172786720462
K-Div^2 *Squared-Chord^2	0.958164097398376
Kulczynski2 *Squared-Chord^2	0.958138440252024
Chi-Squared *Chi-Squared^2	0.958131127810998
Manhattan *D2s^2	0.9580136557288
Jefferey-Div^2 *D2s^2	0.958008532052429
Squared-Chord *Intersection^2	0.958003248316465
Kulczynski1 *Chi-Squared^2	0.957980961495019
SimMM *Chi-Squared^2	0.957956833777709
Squared-Chord *SimMM^2	0.957938904537138
K-Div *Squared-Chord^2	0.957934232171733
SimMM^2 *D2s^2	0.957924039550909
RRE-k-r *D2s^2	0.957911451416382
Manhattan *Squared-Chord^2	0.957843385607372
D2s *Canberra	0.957816643391733
D2s^2 *Jensen-Shannon^2	0.957799601582227
Squared-Chord *Lengthd^2	0.957756715585709
Chi-Squared *Kulczynski1^2	0.957729943793828
D2s *Kulczynski1	0.957721854461008
Kulczynski2 *D2s^2	0.957688489942167
Harmonic-Mean^2 *D2s^2	0.957604239899289
Squared-Chord^2 *Kulczynski1^2	0.957526096174583
Spearman *D2s^2	0.957520610889466
SimMM *Kulczynski1^2	0.957505339412246
D2s *Canberra^2	0.957504600487703
D2s *Kulczynski2	0.9574816352837
Harmonic-Mean *Squared-Chord^2	0.957479975208318
Similarity-ratio *Kulczynski1^2	0.957473800305829
Normalized-Vectors^2 *Squared-Chord^2	0.957428624164597
Jensen-Shannon *Squared-Chord^2	0.957422623020372
Chi-Squared *SimMM^2	0.957412637665145
Kulczynski1 *Kulczynski1^2	0.957391378377294
Jefferey-Div^2 *Squared-Chord^2	0.957377573049523
Chi-Squared^2 *SimMM^2	0.957374327021897
Chi-Squared *D2s	0.957373901112296
Jefferey-Div *Squared-Chord^2	0.957350763902167
Normalized-Vectors *Squared-Chord^2	0.957281749805257
Intersection *Kulczynski1^2	0.957245942081395
D2s *KL-Cond^2	0.95722196998196
Kulczynski1 *SimMM^2	0.957216488360017
Squared-Chord^2 *Jensen-Shannon^2	0.957216121814099
Intersection^2 *AFd^2	0.957211001403831
Spearman *Squared-Chord^2	0.957209996261177
AFd *Intersection^2	0.9572037697414
Intersection^2	0.957196500892027
Normalized-Vectors *D2s^2	0.957195471832068
Intersection *SimMM^2	0.957185981853982
Squared-Chord^2 *Spearman^2	0.957183956139664
RRE-k-r *Squared-Chord^2	0.957183390962684
KL-Cond *Squared-Chord^2	0.95716595336264
Jaccard *D2s	0.95714840216141
D2s *Mismatch	0.95714840216141
D2s^2 *Kulczynski1^2	0.957147252768637
Chi-Squared *Intersection^2	0.957131249278579
Canberra *Chi-Squared^2	0.957119440182914
Normalized-Vectors^2 *D2s^2	0.957083520072696
K-Div *Chi-Squared^2	0.95708152703918
Harmonic-Mean^2 *Squared-Chord^2	0.957065253764924
Spearman^2 *D2s^2	0.957009356467372
Squared-Chord *Intersection	0.957000670512984
Lengthd *Similarity-ratio^2	0.956968384425677
D2s *Spearman^2	0.95695935936274
D2s *RRE-k-r^2	0.956944443928668
K-Div *Kulczynski1^2	0.956873403417153
N2r *EMD^2	0.956870066095026
Squared-Chord *D2s	0.956788947851975
Chi-Squared^2 *K-Div^2	0.956756871702084
Kulczynski2 *Chi-Squared^2	0.956739593266062
Spearman *Chi-Squared^2	0.956649223201302
SimMM *Intersection^2	0.956583455941672
Harmonic-Mean *Chi-Squared^2	0.95656523682129
Jensen-Shannon *Chi-Squared^2	0.956541369700503
Intersection *Kulczynski1	0.956539020271237
Chi-Squared *Intersection	0.956532784548803
Intersection *Similarity-ratio	0.956526894483648
Jaccard *Squared-Chord^2	0.956512387572724
Mismatch *Squared-Chord^2	0.956512387572724
Jefferey-Div *Chi-Squared^2	0.956509207373973
K-Div *Intersection^2	0.956498459228256
Intersection *K-Div^2	0.956469237789213
Similarity-ratio *K-Div^2	0.956461838560925
Spearman *Kulczynski1^2	0.956442785921394
Kulczynski1 *Intersection^2	0.956428553206548
Canberra *SimMM^2	0.956404327183803
KL-Cond^2 *D2s^2	0.956397125489949
Normalized-Vectors *Chi-Squared^2	0.956394440684416
Similarity-ratio *SimMM^2	0.956382494875888
EMD *D2-star^2	0.956370500928048
Manhattan *Chi-Squared^2	0.956362668192526
Jefferey-Div *Kulczynski1^2	0.956343980978083
Jensen-Shannon *Kulczynski1^2	0.956331072309474
SimMM *SimMM^2	0.956326721044238
Harmonic-Mean *Kulczynski1^2	0.956316148196926
K-Div^2 *SimMM^2	0.956297502904258
Canberra *Kulczynski1^2	0.956280996068711
Squared-Chord *Canberra^2	0.956254083748877
RRE-k-r *Chi-Squared^2	0.956249601424117
Spearman *Intersection^2	0.956249203141328
Squared-Chord *K-Div^2	0.9562197643079
Normalized-Vectors *Kulczynski1^2	0.95621184552914
Jaccard *D2s^2	0.956193550251191
Mismatch *D2s^2	0.956193550251191
SimMM^2 *Kulczynski1^2	0.956170087305141
KL-Cond *Chi-Squared^2	0.956169131591552
Chi-Squared^2 *Kulczynski1^2	0.956106001123419
K-Div *SimMM^2	0.956072877094382
Jefferey-Div *Intersection^2	0.956053617929835
Chi-Squared^2 *Spearman^2	0.956051221996674
D2s *Normalized-Vectors^2	0.95602804424503
Chi-Squared^2 *Jefferey-Div^2	0.955981954524674
Intersection *SimMM	0.955978041145608
K-Div *D2s	0.955975930122345
Chi-Squared^2 *Normalized-Vectors^2	0.955967212469425
Jensen-Shannon *Intersection^2	0.955956404990462
Intersection *Canberra	0.955900139017651
RRE-k-r^2 *D2s^2	0.955890710503565
Pearson-Coeff *Squared-Chord^2	0.955883101512181
D2z *Squared-Chord^2	0.955883101512181
Squared-Chord^2 *KL-Cond^2	0.955869314105888
Harmonic-Mean *Intersection^2	0.955868765374682
RRE-k-r *Kulczynski1^2	0.955851467309969
Squared-Chord *Similarity-ratio	0.95583742246735
Kulczynski1 *Similarity-ratio	0.955814068422736
KL-Cond *Kulczynski1^2	0.955811762656754
Chi-Squared^2 *Jensen-Shannon^2	0.955800949563339
Chi-Squared *Similarity-ratio	0.955796818238692
Intersection *Spearman^2	0.955775331017122
Kulczynski1 *K-Div^2	0.955772462257701
Kulczynski2 *Kulczynski1^2	0.955765800813538
D2s *Kulczynski2^2	0.955757599992928
K-Div^2 *Kulczynski1^2	0.955742725447781
Squared-Chord^2 *RRE-k-r^2	0.955728753708401
D2z *D2s^2	0.955710269717498
Pearson-Coeff *D2s^2	0.955710269717497
Chi-Squared *K-Div^2	0.955701038485168
Squared-Chord^2 *Intersection^2	0.955685502744261
Normalized-Vectors *Intersection^2	0.955673903395527
SimMM *D2s	0.955646754434595
Chi-Squared^2 *Harmonic-Mean^2	0.95563459506903
SimMM^2 *Spearman^2	0.955577007216657
Chi-Squared *Canberra^2	0.955540438472738
Kulczynski2 *SimMM^2	0.955536236702657
Harmonic-Mean *D2s	0.955533979233389
Manhattan *SimMM^2	0.955491279598058
Spearman *SimMM^2	0.955488286479915
Harmonic-Mean *SimMM^2	0.955488264412148
Pearson-Coeff^2 *Squared-Chord^2	0.95547905456471
Squared-Chord^2 *D2z^2	0.955479054564692
Euclidean *Lengthd^2	0.955476626430059
Jensen-Shannon *SimMM^2	0.955457326875099
Jefferey-Div^2 *SimMM^2	0.955423879254799
Jefferey-Div *SimMM^2	0.955417476566581
D2z^2 *D2s^2	0.955411869134837
Pearson-Coeff^2 *D2s^2	0.955411869134837
Intersection *Jefferey-Div^2	0.955384518036519
Manhattan *Kulczynski1^2	0.955381463680695
D2s *Manhattan^2	0.955372178625569
SimMM *Canberra^2	0.955364875196067
D2s *Jensen-Shannon	0.955356248551383
Intersection *Jensen-Shannon^2	0.955331480968368
SimMM *K-Div^2	0.955299210909554
SimMM^2 *Jensen-Shannon^2	0.955286295421653
Similarity-ratio *Jefferey-Div^2	0.955285003047388
KL-Cond *D2s	0.955277937596472
Similarity-ratio *Jensen-Shannon^2	0.955274176894746
Intersection *Harmonic-Mean^2	0.955273197351319
Squared-Chord *Similarity-ratio^2	0.955269627474794
Squared-Chord *Harmonic-Mean^2	0.955266480445206
Canberra *K-Div^2	0.955265613158305
Similarity-ratio *Harmonic-Mean^2	0.955250243859079
Squared-Chord^2 *Similarity-ratio^2	0.955212886437997
RRE-k-r *Intersection^2	0.955165223182537
KL-Cond *Intersection^2	0.95516122154243
Intersection *Kulczynski2	0.955158094617035
Harmonic-Mean^2 *SimMM^2	0.955156498097158
Jefferey-Div *D2s	0.955142982182202
Squared-Chord *Jensen-Shannon^2	0.95514062718988
Squared-Chord *Kulczynski2^2	0.955114533331941
Canberra *Similarity-ratio	0.955101157633633
Pearson-Coeff *Chi-Squared^2	0.95509639645758
D2z *Chi-Squared^2	0.955096396457563
Intersection *Intersection^2	0.955094568223994
D2s *D2s^2	0.955088702521431
RRE-k-r *D2s	0.955085108696194
Spearman^2 *Kulczynski1^2	0.955070360674328
Normalized-Vectors^2 *Kulczynski1^2	0.955037413209024
Jefferey-Div^2 *Kulczynski1^2	0.955021058892889
Pearson-Coeff *Kulczynski1^2	0.955011080715324
D2z *Kulczynski1^2	0.955011080715321
Kulczynski1 *Canberra^2	0.954999735321701
RRE-k-r *SimMM^2	0.954999180053736
Jaccard *Chi-Squared^2	0.95499601126609
Mismatch *Chi-Squared^2	0.95499601126609
K-Div *Canberra^2	0.954973193536365
Squared-Chord *Jefferey-Div^2	0.954971586605775
Squared-Chord *Spearman^2	0.954971435199144
Manhattan *Intersection	0.954922241404439
K-Div^2 *Spearman^2	0.954913649027741
K-Div *Intersection	0.954904168749725
Similarity-ratio *Intersection^2	0.954902571874204
N2rrc *EMD^2	0.954872838633664
Canberra *Intersection^2	0.954872719529822
Similarity-ratio *Spearman^2	0.954864098400525
KL-Cond *SimMM^2	0.954859689061881
Kulczynski1 *Spearman^2	0.954852844606814
Similarity-ratio *EMD^2	0.954821025478835
Kulczynski1^2 *Jensen-Shannon^2	0.954801476174701
Chi-Squared *Spearman^2	0.954775552310261
Similarity-ratio *D2s^2	0.954742084878627
Squared-Chord *Kulczynski2	0.954737522330015
Manhattan *Similarity-ratio	0.954731836511488
Squared-Chord *Jaccard	0.954720872292672
Squared-Chord *Mismatch	0.954720872292672
Kulczynski1 *Harmonic-Mean^2	0.954720576553831
Chi-Squared *Harmonic-Mean^2	0.954698551644798
Squared-Chord *RRE-k-r^2	0.954691647669285
Pearson-Coeff *Intersection^2	0.954685000451966
D2z *Intersection^2	0.954685000451945
Kulczynski2 *K-Div^2	0.954673679254157
Kulczynski1 *Jensen-Shannon^2	0.954666496969753
Spearman *Canberra^2	0.954648832608636
D2-star *Squared-Chord^2	0.954632938653132
Harmonic-Mean^2 *Kulczynski1^2	0.954602861725746
Chi-Squared *Jensen-Shannon^2	0.954599825426461
Kulczynski1 *Jefferey-Div^2	0.954584173951347
Normalized-Vectors^2 *SimMM^2	0.954576639244465
Similarity-ratio *Canberra^2	0.954563156918097
Manhattan *Squared-Chord	0.954562105522324
Normalized-Vectors *SimMM^2	0.954556656873772
D2s^2 *N2r^2	0.954537027403226
Chi-Squared *Similarity-ratio^2	0.954527262294957
Jefferey-Div *Canberra^2	0.954526392193327
Squared-Chord *KL-Cond^2	0.954523618172158
Canberra *Spearman^2	0.954493096073713
N2r *D2s^2	0.954469716242974
Chi-Squared *Jefferey-Div^2	0.954464170248671
Jensen-Shannon *Canberra^2	0.954456689691421
Normalized-Vectors *Canberra^2	0.954442400993444
Chi-Squared^2 *KL-Cond^2	0.954423919816515
Harmonic-Mean *Canberra^2	0.954392924134157
Jefferey-Div^2 *K-Div^2	0.954380366280923
Chi-Squared^2 *RRE-k-r^2	0.954353413814373
Intersection *Canberra^2	0.954347655814186
Kulczynski1 *Kulczynski2	0.954346175612066
Manhattan *K-Div^2	0.954321727790703
Intersection *Spearman	0.954314005703085
Squared-Chord *Manhattan^2	0.954308459020679
K-Div^2 *Jensen-Shannon^2	0.954295865831526
K-Div *Similarity-ratio	0.95428804748425
Squared-Chord^2 *Canberra^2	0.954279575236103
N2r *Intersection^2	0.954277016492246
Chi-Squared *Kulczynski2	0.954262661697387
Kulczynski2 *Similarity-ratio	0.954258823094846
Chi-Squared *Kulczynski2^2	0.954251185064401
Jaccard *SimMM^2	0.954242050872519
Mismatch *SimMM^2	0.954242050872519
Harmonic-Mean *Intersection	0.954217936517759
Squared-Chord *Normalized-Vectors^2	0.954214617065128
Intersection *Normalized-Vectors^2	0.954212975218376
Harmonic-Mean^2 *K-Div^2	0.954211043470443
SimMM *Harmonic-Mean^2	0.954205470988683
Canberra *Jensen-Shannon^2	0.954184933639944
Intersection *RRE-k-r^2	0.9541846270413
Canberra *Jefferey-Div^2	0.954179763790555
SimMM *Spearman^2	0.95417429617837
Canberra *Harmonic-Mean^2	0.95417395336798
Intersection *Jensen-Shannon	0.954151615730374
Chi-Squared *Jaccard	0.954141312412972
Chi-Squared *Mismatch	0.954141312412972
Chi-Squared *RRE-k-r^2	0.954125994074187
Kulczynski2 *Spearman^2	0.954109453774585
SimMM *Jensen-Shannon^2	0.954108108704255
Chi-Squared^2 *D2z^2	0.954107274914318
Chi-Squared^2 *Pearson-Coeff^2	0.954107274914318
Manhattan *Kulczynski1	0.954095120651613
Canberra *Kulczynski1	0.954083736441704
Jefferey-Div *Intersection	0.954074198638152
Chi-Squared^2 *Intersection^2	0.95407043457773
Manhattan *Spearman^2	0.95406157821706
Intersection *KL-Cond^2	0.9540578360579
Intersection^2 *D2s^2	0.954052211627264
Intersection *RRE-k-r	0.954034349934067
Jefferey-Div^2 *Spearman^2	0.954020841819923
Intersection *Jaccard	0.954016883841107
Intersection *Mismatch	0.954016883841107
AFd^2 *Canberra^2	0.954016370338905
AFd *Canberra^2	0.954013634804828
Canberra^2	0.954010883942822
Kulczynski1 *RRE-k-r^2	0.953987384902605
Manhattan *Chi-Squared	0.953981803391868
SimMM *Jefferey-Div^2	0.953976955332909
K-Div^2 *Intersection^2	0.953945269713264
Spearman^2 *Jensen-Shannon^2	0.953942534704809
K-Div *K-Div^2	0.953918044776512
Hellinger *Squared-Chord	0.953912822810782
D2-star *Chi-Squared^2	0.953910588973948
Jaccard *Kulczynski1	0.953905601738336
Mismatch *Kulczynski1	0.953905601738336
Similarity-ratio *KL-Cond^2	0.953901081723788
Chi-Squared *KL-Cond^2	0.953899128922113
Spearman *K-Div^2	0.953875385502416
Canberra *Kulczynski2	0.953871565830035
N2r *Squared-Chord^2	0.953868947881501
Intersection^2 *SimMM^2	0.953867759023209
Harmonic-Mean^2 *Spearman^2	0.9538621522842
SimMM *Similarity-ratio	0.953860013065969
Normalized-Vectors^2 *K-Div^2	0.953853613221856
RRE-k-r^2 *SimMM^2	0.953845429680635
KL-Cond^2 *SimMM^2	0.953841581477805
Similarity-ratio *RRE-k-r^2	0.953823839201731
RRE-k-r *Canberra^2	0.953814592470409
D2s^2 *Canberra^2	0.953810209800273
Kulczynski2 *Intersection^2	0.953809387153239
Kulczynski1 *KL-Cond^2	0.953806151064367
KL-Cond *Canberra^2	0.953804727895859
Squared-Chord *Canberra	0.953798051898812
Kulczynski1 *Similarity-ratio^2	0.953763004939293
Kulczynski1^2	0.953755284885284
AFd *Kulczynski1^2	0.953754609503053
AFd^2 *Kulczynski1^2	0.953753905909815
N2r *Kulczynski1^2	0.953751792596298
Kulczynski1 *Normalized-Vectors^2	0.953734653613875
KL-Cond *Intersection	0.953734550943702
Chi-Squared *Canberra	0.953711277221636
Jaccard *Kulczynski1^2	0.953703573224601
Mismatch *Kulczynski1^2	0.953703573224601
Manhattan *SimMM	0.953696835561468
Jaccard *K-Div^2	0.953658125003633
Mismatch *K-Div^2	0.953658125003633
Manhattan *Canberra	0.953654043254348
SimMM *Kulczynski2^2	0.95364332139044
Kulczynski1 *Kulczynski2^2	0.953627055669461
Chi-Squared *Normalized-Vectors^2	0.953622012809945
Canberra *Canberra^2	0.953587026206571
Kulczynski2 *Jefferey-Div^2	0.953556628892309
SimMM *Kulczynski2	0.953555683728791
Squared-Chord^2 *N2r^2	0.953553596530904
Kulczynski2 *Jensen-Shannon^2	0.953537334414436
Chi-Squared^2 *Similarity-ratio^2	0.953518435192428
Kulczynski2 *Harmonic-Mean^2	0.953507310655106
Normalized-Vectors^2 *Spearman^2	0.953506703557471
Harmonic-Mean *Similarity-ratio	0.953503207559522
SimMM *Jaccard	0.953501317181239
SimMM *Mismatch	0.953501317181239
Lengthd *D2s	0.953497791876862
D2-star *Kulczynski1^2	0.953493524399162
Squared-Chord^2 *Kulczynski2^2	0.953489601300111
Intersection^2 *Spearman^2	0.95348900436601
Harmonic-Mean *K-Div^2	0.953487688699715
SimMM *Canberra	0.953486944620655
RRE-k-r *K-Div^2	0.953468917926927
D2z *Canberra^2	0.953458603082465
Pearson-Coeff *Canberra^2	0.953458603082447
Normalized-Vectors *Intersection	0.953452217129746
Manhattan *Intersection^2	0.953447130542102
SimMM *RRE-k-r^2	0.953445877801949
N2r *Chi-Squared^2	0.953436037051112
K-Div *Kulczynski2^2	0.953433739752498
Similarity-ratio *Jensen-Shannon	0.953426967064007
Chi-Squared *Manhattan^2	0.9534216596323
Jensen-Shannon *K-Div^2	0.953406793595496
Canberra *Normalized-Vectors^2	0.953401143924389
K-Div *Spearman^2	0.953354319878656
Jefferey-Div^2 *Jensen-Shannon^2	0.953352051678153
KL-Cond^2 *Kulczynski1^2	0.953346188003327
Jefferey-Div *Similarity-ratio	0.953339432045753
Jefferey-Div^2 *Intersection^2	0.953336120603941
Pearson-Coeff^2 *Kulczynski1^2	0.953328958848846
D2z^2 *Kulczynski1^2	0.953328958848828
Jefferey-Div *K-Div^2	0.953309296678801
Hellinger *Chi-Squared	0.953308922325871
Harmonic-Mean^2 *Jefferey-Div^2	0.95328766765493
Canberra *RRE-k-r^2	0.953278112132806
Spearman *Kulczynski2^2	0.953274460188287
RRE-k-r^2 *Kulczynski1^2	0.953255193220073
Manhattan *Jefferey-Div^2	0.953238351778111
K-Div^2 *RRE-k-r^2	0.953219464443941
Manhattan *Jensen-Shannon^2	0.953213505214646
