Statistics	R_squared_coefficient
Lengthd^2 *N2rc^2	0.963544056232602
Chi-Squared *EMD	0.963368322891769
Kulczynski2 *EMD^2	0.963337643531277
Similarity-ratio *D2-star	0.963163908021918
EMD *Canberra	0.96303974637011
Lengthd *Spearman^2	0.963033973417499
Lengthd *K-Div^2	0.963004903108485
Normalized-Vectors *N2r	0.96291473317297
Normalized-Vectors *D2-star	0.962816003622015
Intersection *EMD^2	0.96277239318668
EMD *D2-star^2	0.962734827615398
Kulczynski2 *AFd^2	0.96249948059254
AFd *Kulczynski2	0.962483750392461
D2z *D2-star	0.962478992111728
Pearson-Coeff *D2-star	0.962478992111728
Kulczynski2	0.962465439094972
D2s *AFd^2	0.962304787707472
D2s *AFd	0.962225326107639
D2z *N2r	0.962152657797048
Pearson-Coeff *N2r	0.962152657797036
D2s	0.962140768430741
Jensen-Shannon *Lengthd^2	0.961884727859866
Similarity-ratio *N2rrc	0.961813759277234
Manhattan *EMD	0.961798721425332
Lengthd *Jensen-Shannon^2	0.961726453444648
EMD *N2rrc	0.961573464983447
D2-star *N2r	0.961548723980524
Normalized-Vectors *N2rrc	0.961542906505183
EuclideanZ *Lengthd	0.961489125881513
Spearman *Similarity-ratio	0.960967929755306
Lengthd *D2s^2	0.960967490983583
N2rrc *EMD^2	0.960693371949033
D2z *N2rrc	0.960683569466248
Pearson-Coeff *N2rrc	0.960683569466221
K-Div *Similarity-ratio	0.960500634263239
D2s *N2rc	0.960487966940377
Squared-Chord *EMD	0.960338825882234
Jefferey-Div *Similarity-ratio	0.960337700140462
Pearson-Coeff *SimMM	0.960279202911312
D2z *SimMM	0.9602792029113
N2r *EMD^2	0.960248000946518
Lengthd *D2-star	0.960104922045396
Lengthd *Harmonic-Mean^2	0.960053872539273
Similarity-ratio *N2rc	0.959961371432494
D2s *Lengthd^2	0.959867659605152
Similarity-ratio *AFd^2	0.959843822552847
AFd *Similarity-ratio	0.959786875733474
Similarity-ratio *Jensen-Shannon	0.959760128223694
K-Div *Lengthd^2	0.959731504700712
Similarity-ratio	0.959714936856072
Normalized-Vectors *N2rc	0.95971305232855
Jefferey-Div *Lengthd^2	0.959622555650046
Pearson-Coeff *N2rc	0.959538533089433
D2z *N2rc	0.959538533089421
Squared-Chord *Lengthd^2	0.959491518451397
K-Div *Pearson-Coeff	0.959403298974885
K-Div *D2z	0.959403298974873
Harmonic-Mean *Similarity-ratio	0.95924146514221
Similarity-ratio *EMD^2	0.959189121934512
Pearson-Coeff *Spearman	0.959169335112972
D2z *Spearman	0.95916933511296
Harmonic-Mean *EMD^2	0.959089239702807
Jefferey-Div *Pearson-Coeff	0.959053980552479
Jefferey-Div *D2z	0.959053980552467
SimMM *N2r	0.958971310963803
Lengthd *SimMM^2	0.958780651341219
D2-star *N2rrc	0.958757278912029
Jefferey-Div^2 *Lengthd^2	0.958462516542984
Pearson-Coeff *Jensen-Shannon	0.958457623008969
D2z *Jensen-Shannon	0.958457623008945
Spearman *N2r	0.958442361017011
SimMM *Similarity-ratio	0.958424859439323
D2s *D2-star	0.958398912809618
Normalized-Vectors *SimMM	0.958361104113152
Lengthd^2 *D2-star^2	0.958349888547947
EuclideanZ *EMD	0.958199705802714
Normalized-Vectors *Spearman	0.958086302639634
Spearman *N2rrc	0.958065494179688
Jensen-Shannon *EMD^2	0.958059250863804
Spearman^2 *Lengthd^2	0.957998696679195
Harmonic-Mean *D2z	0.957920805893498
Harmonic-Mean *Pearson-Coeff	0.957920805893473
D2s^2 *AFd^2	0.957904186548663
AFd *D2s^2	0.957891098040343
D2s^2	0.957877367368741
K-Div *D2s	0.957800337307892
K-Div *N2r	0.957779199099776
K-Div *N2rrc	0.957767498468549
K-Div *D2-star	0.957735386245378
Jefferey-Div *D2s	0.957716733160123
K-Div^2 *Lengthd^2	0.957706046742566
SimMM *D2-star	0.957575472123701
Jefferey-Div *D2-star	0.9574753170193
Normalized-Vectors *K-Div	0.957375732902663
Jefferey-Div *N2rrc	0.95737084210657
Jefferey-Div *N2r	0.957339666036492
SimMM *D2s	0.957281108910156
EMD^2 *D2-star^2	0.957202336417928
Jensen-Shannon *N2rrc	0.957157625243223
EMD^2 *Similarity-ratio^2	0.957104546308803
Normalized-Vectors *Jefferey-Div	0.957076953292954
Jensen-Shannon *N2r	0.957054156663465
Harmonic-Mean *N2rrc	0.956935705996064
D2s *Jensen-Shannon	0.956795086050047
Harmonic-Mean *N2r	0.956777423943079
Jensen-Shannon *D2-star	0.956748700823907
Lengthd^2 *Jensen-Shannon^2	0.956708044909613
EMD *D2s^2	0.956706775009706
RRE-k-r *Similarity-ratio	0.95669893129918
Jefferey-Div *EMD^2	0.956697370334374
Kulczynski1 *EMD^2	0.956534760243445
K-Div *EMD^2	0.956490640248593
Normalized-Vectors *Jensen-Shannon	0.956485938841847
Jaccard *Lengthd	0.956407204197977
Lengthd *Mismatch	0.956407204197977
Spearman *D2-star	0.956386658731629
AFd^2 *N2r^2	0.956317959551008
AFd *N2r^2	0.95629885351202
N2r^2	0.956278650571812
SimMM *N2rrc	0.956217625327669
N2r *N2rc	0.956133152878213
D2-star *N2rc	0.956123437942066
Spearman *D2s	0.956099466825002
Harmonic-Mean *D2-star	0.956097778645408
Harmonic-Mean *D2s	0.955987613819163
Normalized-Vectors *Harmonic-Mean	0.955958017860995
KL-Cond *Similarity-ratio	0.955842561975166
Pearson-Coeff *RRE-k-r	0.955840170092978
RRE-k-r *D2z	0.955840170092966
RRE-k-r *N2r	0.955669242562958
Squared-Chord *Similarity-ratio	0.955578571447409
Lengthd *Similarity-ratio	0.955524087820885
Canberra *EMD^2	0.955519196245351
Squared-Chord *D2z	0.955434386902066
Pearson-Coeff *Squared-Chord	0.955434386902054
EMD *Spearman^2	0.955407460060273
KL-Cond *D2z	0.955318337901084
Pearson-Coeff *KL-Cond	0.955318337901059
Chi-Squared *EMD^2	0.955239671282236
RRE-k-r *N2rrc	0.95521622192473
K-Div *N2rc	0.955123266394955
Spearman *N2rc	0.9551116328168
Harmonic-Mean^2 *Lengthd^2	0.955088157968296
Chi-Squared *Similarity-ratio	0.955070788066944
KL-Cond *N2r	0.954951967477962
Jefferey-Div *N2rc	0.954810998303871
EMD *Jefferey-Div^2	0.95480886971616
EuclideanZ *AFd^2	0.954731177113647
EuclideanZ *AFd	0.954686955695903
EuclideanZ	0.954640930416165
Chi-Squared *Pearson-Coeff	0.954545329198699
Chi-Squared *D2z	0.954545329198687
EMD *SimMM^2	0.954466560555517
Squared-Chord *N2rrc	0.954432025468225
Chi-Squared *N2rrc	0.954418736590504
Normalized-Vectors *Lengthd^2	0.954379282831265
Jensen-Shannon *N2rc	0.954376059656924
N2r *N2rrc	0.954367263943465
EMD *K-Div^2	0.954361614701478
Lengthd *N2r	0.954268760778698
Spearman *AFd^2	0.95421210526605
KL-Cond *N2rrc	0.954196667271166
Spearman *AFd	0.954180148036129
Lengthd^2 *D2s^2	0.954169372127233
Normalized-Vectors *RRE-k-r	0.954158894678646
AFd^2 *D2-star^2	0.954148139154919
Squared-Chord *N2r	0.95414435522043
Spearman	0.954141926613526
AFd *D2-star^2	0.954107516194905
D2-star^2	0.95406594097218
Harmonic-Mean *N2rc	0.953968796444906
Chi-Squared *N2r	0.953930087566785
Lengthd *RRE-k-r^2	0.953724946264285
SimMM *N2rc	0.953704412449615
Lengthd *KL-Cond^2	0.953626929271014
Manhattan *EMD^2	0.953622894276313
Lengthd^2 *Similarity-ratio^2	0.95359507823719
Normalized-Vectors *KL-Cond	0.953431312847088
Squared-Chord *D2-star	0.953358808039756
Intersection *N2r	0.953252713596917
Normalized-Vectors *Squared-Chord	0.953243132173562
RRE-k-r *AFd^2	0.953123111957093
RRE-k-r *D2-star	0.953092679197547
RRE-k-r *AFd	0.953076879232019
Similarity-ratio *N2r^2	0.953053033064755
EMD *Jensen-Shannon^2	0.953048576887753
KL-Cond *D2-star	0.953033386567089
RRE-k-r	0.95302497073661
Normalized-Vectors *AFd	0.95291463602166
Normalized-Vectors *AFd^2	0.952913339216406
Normalized-Vectors	0.952910224448499
Intersection *N2rrc	0.95284077423662
D2z *Lengthd^2	0.952708090459847
Pearson-Coeff *Lengthd^2	0.952708090459847
RRE-k-r *D2s	0.952669398986067
KL-Cond *D2s	0.952653891160867
Squared-Chord *EMD^2	0.952615565126186
Kulczynski1 *N2rrc	0.952466287804612
Chi-Squared *Normalized-Vectors	0.95239719384996
Chi-Squared *D2-star	0.952260988463007
Kulczynski1 *Similarity-ratio	0.952255682227929
Squared-Chord *D2s	0.952224594810636
Canberra *AFd^2	0.952205442356098
AFd *Canberra	0.952181501609572
Canberra	0.952154674822217
Kulczynski1 *N2r	0.952132936019043
D2z *Kulczynski1	0.95211570377325
Pearson-Coeff *Kulczynski1	0.952115703773249
SimMM^2 *Lengthd^2	0.952090811735939
Manhattan *AFd^2	0.9518509600034
Manhattan *AFd	0.951832183191758
Manhattan	0.951811006938351
Pearson-Coeff *Intersection	0.951713919891856
Intersection *D2z	0.951713919891855
Squared-Chord *N2rc	0.951691856496288
RRE-k-r *N2rc	0.951607410298699
N2rc *N2rrc	0.951590231966544
KL-Cond *AFd^2	0.951527523071498
SimMM *AFd^2	0.951488235225476
KL-Cond *AFd	0.951480446070431
EMD *Harmonic-Mean^2	0.951450893562884
KL-Cond	0.951428282433528
SimMM *AFd	0.951395569494023
Kulczynski1 *AFd^2	0.951347298352135
AFd *Kulczynski1	0.951333840934773
Kulczynski1	0.951316272672595
SimMM	0.951294407484963
Chi-Squared *N2rc	0.951111962098906
Chi-Squared *D2s	0.951111065826584
Similarity-ratio *N2rrc^2	0.95097565774745
Kulczynski2 *N2r	0.95091161905466
Intersection *Similarity-ratio	0.950864613799795
AFd^2 *N2rc^2	0.950794025953059
KL-Cond *N2rc	0.950789605387816
AFd *N2rc^2	0.950763923236913
N2rc^2	0.95073323503328
SimMM *Spearman	0.950695086089172
Kulczynski2 *N2rrc	0.950625394825923
EuclideanZ *Lengthd^2	0.950613821499601
N2r *N2r^2	0.950247286986462
N2rrc *N2r^2	0.950179911813767
Jaccard *Lengthd^2	0.95014483945448
Mismatch *Lengthd^2	0.95014483945448
Lengthd *Squared-Chord^2	0.950126364620361
Normalized-Vectors *Kulczynski1	0.950008811479009
K-Div *SimMM	0.949862590595533
Jefferey-Div *SimMM	0.949793175092896
Normalized-Vectors *Intersection	0.949621911852929
Harmonic-Mean	0.949612629805673
Harmonic-Mean *AFd	0.949598075038946
D2z *N2r^2	0.949587210602991
Pearson-Coeff *N2r^2	0.949587210602979
N2r *Similarity-ratio^2	0.949586080618432
Harmonic-Mean *AFd^2	0.949579169776744
Kulczynski1 *D2-star	0.949327223364957
N2r *N2rrc^2	0.949316271457679
D2z *Kulczynski2	0.949232634423034
Pearson-Coeff *Kulczynski2	0.949232634423034
SimMM *Jensen-Shannon	0.949217069432158
K-Div *Spearman	0.949200250183919
AFd^2 *N2rrc^2	0.949198433952619
AFd *N2rrc^2	0.949156003158357
Chi-Squared *AFd	0.949141717129769
Chi-Squared *AFd^2	0.949139605478035
Chi-Squared	0.94913943490518
Normalized-Vectors *N2r^2	0.949126310177677
N2rrc^2	0.949112508448371
Jefferey-Div *Spearman	0.949018740779255
Spearman^2 *AFd^2	0.949014924294676
AFd *Spearman^2	0.949004652206924
Kulczynski2 *Similarity-ratio	0.948995220320525
Spearman^2	0.94899350661342
Pearson-Coeff *N2rrc^2	0.948988762074414
D2z *N2rrc^2	0.948988762074412
K-Div	0.948937282225392
K-Div *AFd	0.948905993845649
K-Div *AFd^2	0.94886931830043
KL-Cond^2 *Lengthd^2	0.948743801931035
RRE-k-r^2 *Lengthd^2	0.948717473710972
Harmonic-Mean *SimMM	0.948704028656741
Kulczynski1 *N2rc	0.948652315952203
EMD^2 *Spearman^2	0.948589086875218
Normalized-Vectors *N2rrc^2	0.948430346428712
Lengthd *N2rc	0.948430345833547
Jensen-Shannon	0.948406749458124
AFd *Jensen-Shannon	0.948388992477827
Jensen-Shannon *AFd^2	0.948366510180536
N2rrc *Similarity-ratio^2	0.948359761946637
Spearman *Jensen-Shannon	0.948307481717924
EuclideanZ *EMD^2	0.948225785266082
SimMM^2 *EMD^2	0.948221555234986
Jefferey-Div^2 *EMD^2	0.948059476304928
Lengthd *Chi-Squared^2	0.948012388188238
D2s *Kulczynski1	0.947943784421963
EMD^2 *D2s^2	0.947893030560174
EMD *Jaccard	0.947827520205217
EMD *Mismatch	0.947827520205217
Intersection *N2rc	0.9477539533575
Harmonic-Mean *Spearman	0.947683787338153
Intersection *D2-star	0.947665737443411
N2rrc *N2rrc^2	0.947592746375633
K-Div^2 *EMD^2	0.94735814160369
Normalized-Vectors *Kulczynski2	0.947290186152376
N2rrc *D2z^2	0.947279070487048
N2rrc *Pearson-Coeff^2	0.947279070487036
N2r *D2z^2	0.947240199706908
N2r *Pearson-Coeff^2	0.947240199706908
D2-star *N2r^2	0.947148420804282
Similarity-ratio *D2z^2	0.947145794331267
Similarity-ratio *Pearson-Coeff^2	0.947145794331266
SimMM *Lengthd^2	0.947138892956015
K-Div^2 *AFd^2	0.947118756367575
AFd *K-Div^2	0.947114560798326
K-Div^2	0.947109708684055
SimMM^2 *AFd^2	0.947100154663028
AFd *SimMM^2	0.947065962360022
SimMM^2	0.94703076020984
Jefferey-Div *K-Div	0.947009695678915
Jefferey-Div	0.946909909269179
Jefferey-Div *AFd	0.946887990465726
Jefferey-Div *AFd^2	0.946860843750644
Jefferey-Div^2 *AFd^2	0.946821014812367
AFd *Jefferey-Div^2	0.946815401913119
Jefferey-Div^2	0.946809143758055
D2s *N2r^2	0.946710047643604
N2rc *N2r^2	0.946539693814297
K-Div *Jensen-Shannon	0.946465787896886
D2z *Similarity-ratio^2	0.946423549851109
Pearson-Coeff *Similarity-ratio^2	0.946423549851097
EMD *KL-Cond^2	0.946316293194308
Jefferey-Div *Jensen-Shannon	0.946279087939121
EMD^2 *Jensen-Shannon^2	0.946217415841995
EMD *RRE-k-r^2	0.946197074561778
N2rrc *Normalized-Vectors^2	0.946078655046053
N2r *Normalized-Vectors^2	0.946074581686304
D2s *N2rrc^2	0.946051787768771
Harmonic-Mean *K-Div	0.945981080898851
RRE-k-r *SimMM	0.945892596838381
Harmonic-Mean *Jefferey-Div	0.945805412667403
Intersection *D2s	0.945803094099873
Canberra *N2rrc	0.945792275591962
AFd^2 *Jensen-Shannon^2	0.945710214355085
AFd *Jensen-Shannon^2	0.945705646715774
Jensen-Shannon^2	0.945700500347789
D2-star *N2rrc^2	0.945694151119844
Squared-Chord^2 *Lengthd^2	0.945636263474835
Manhattan *N2rrc	0.94561283876045
D2-star *Lengthd^2	0.945560073290271
Kulczynski2 *N2rc	0.945481307833921
RRE-k-r *Spearman	0.945405673298138
Kulczynski2 *D2-star	0.945379542351524
Canberra *N2r	0.945366978786031
Harmonic-Mean *Jensen-Shannon	0.94518674973305
KL-Cond *Spearman	0.945153708816901
Manhattan *N2r	0.945084302299364
Squared-Chord *SimMM	0.945072376730801
Similarity-ratio *Normalized-Vectors^2	0.944941550611104
Squared-Chord *AFd^2	0.944916077479763
Squared-Chord *AFd	0.944912223706575
Squared-Chord	0.94490285529931
K-Div *RRE-k-r	0.944732996373193
Normalized-Vectors *Similarity-ratio^2	0.944721270014345
Chi-Squared *SimMM	0.944667623567092
Harmonic-Mean^2 *AFd^2	0.94464785104266
AFd *Harmonic-Mean^2	0.944644132190118
Harmonic-Mean^2	0.944639884225191
Jefferey-Div *RRE-k-r	0.944612916685422
KL-Cond *SimMM	0.944554043518209
Harmonic-Mean^2 *EMD^2	0.944550840575131
Canberra *Similarity-ratio	0.944220602062683
N2rc *N2rrc^2	0.944162777551926
K-Div *KL-Cond	0.94412447063082
Squared-Chord *Spearman	0.944047641332691
Jefferey-Div *KL-Cond	0.944001326939811
D2z *Canberra	0.943980168279196
Pearson-Coeff *Canberra	0.943980168279195
RRE-k-r *Jensen-Shannon	0.943874024655272
Pearson-Coeff *D2z^2	0.943747090336558
Pearson-Coeff *Pearson-Coeff^2	0.943747090336548
D2z *D2z^2	0.943747090336546
D2z *Pearson-Coeff^2	0.943747090336545
D2s *Kulczynski2	0.943666497547079
D2z *AFd^2	0.943553848849182
Pearson-Coeff *AFd^2	0.94355384884917
Pearson-Coeff *AFd	0.943494451026511
D2z *AFd	0.943494451026499
SimMM *N2r^2	0.943479967379275
Manhattan *D2z	0.943458952371951
Manhattan *Pearson-Coeff	0.943458952371939
Pearson-Coeff	0.943429582468981
D2z	0.943429582468957
Chi-Squared^2 *Lengthd^2	0.943359328718373
Normalized-Vectors *D2z^2	0.943319241591697
Normalized-Vectors *Pearson-Coeff^2	0.943319241591685
KL-Cond *Jensen-Shannon	0.943316062678151
Chi-Squared *Spearman	0.943268502951854
Manhattan *Similarity-ratio	0.943264584598763
Harmonic-Mean *RRE-k-r	0.943227162788546
K-Div *Squared-Chord	0.942797024284759
Harmonic-Mean *KL-Cond	0.942714319149042
Jefferey-Div *Squared-Chord	0.942697059797403
Pearson-Coeff *Normalized-Vectors^2	0.942657697192899
D2z *Normalized-Vectors^2	0.942657697192899
EMD *Squared-Chord^2	0.942636557590873
N2rc *Similarity-ratio^2	0.942383419915242
K-Div *N2r^2	0.942286758033929
Squared-Chord *Jensen-Shannon	0.94212163501844
Normalized-Vectors *Canberra	0.942120614044201
Jefferey-Div *N2r^2	0.942103028794663
K-Div *N2rrc^2	0.942057940561161
SimMM *Kulczynski1	0.942056887049409
Chi-Squared *K-Div	0.942030195100509
SimMM *N2rrc^2	0.941982471772666
Chi-Squared *Jefferey-Div	0.941934141459225
Jefferey-Div *N2rrc^2	0.941909496995234
Normalized-Vectors *Normalized-Vectors^2	0.941702532421021
Harmonic-Mean *Squared-Chord	0.941611372581505
Spearman *N2r^2	0.941574417865199
N2rc *D2z^2	0.941467600732063
N2rc *Pearson-Coeff^2	0.941467600732062
D2-star *AFd^2	0.941415379097743
Lengthd *Kulczynski1^2	0.941388695480087
Spearman *N2rrc^2	0.941279836681369
AFd *D2-star	0.941269778096666
Manhattan *Normalized-Vectors	0.941260436802227
Chi-Squared *Jensen-Shannon	0.941251389563955
D2-star	0.941117507065161
Jensen-Shannon *N2r^2	0.941089775851121
Canberra *N2rc	0.941068012785503
Jensen-Shannon *N2rrc^2	0.940949757917881
N2r *N2rc^2	0.94081804606711
Intersection *SimMM	0.940799779611318
Spearman *Kulczynski1	0.940756994399033
Chi-Squared *Harmonic-Mean	0.940652203574284
RRE-k-r^2 *AFd^2	0.940651035455758
AFd *RRE-k-r^2	0.940636851822328
RRE-k-r^2	0.940621922919119
D2-star *Similarity-ratio^2	0.940618218885291
Canberra *D2-star	0.940502684981207
Intersection *Spearman	0.94049683647839
Jaccard *EMD^2	0.940465746931306
Mismatch *EMD^2	0.940465746931306
Similarity-ratio *Similarity-ratio^2	0.940464973796429
Manhattan *N2rc	0.940452878619087
EMD *Chi-Squared^2	0.940267489333508
KL-Cond *RRE-k-r	0.940247456140208
Harmonic-Mean *N2r^2	0.940213156102079
N2rc *Normalized-Vectors^2	0.940130458319896
Harmonic-Mean *N2rrc^2	0.94011416007265
Similarity-ratio *N2rc^2	0.940110971052653
Jefferey-Div *Intersection	0.940106595650063
Jaccard *AFd^2	0.94010248539561
Mismatch *AFd^2	0.94010248539561
K-Div *Intersection	0.940099925038636
Jaccard *AFd	0.940043675125227
AFd *Mismatch	0.940043675125227
KL-Cond^2 *EMD^2	0.940034261882715
Squared-Chord *RRE-k-r	0.940007791225566
Jaccard	0.939981871588093
Mismatch	0.939981871588093
D2-star *D2z^2	0.939878351985234
D2-star *Pearson-Coeff^2	0.939878351985221
K-Div *Kulczynski1	0.939860004238858
Manhattan *D2-star	0.939807147641092
Jefferey-Div *Kulczynski1	0.93979201255905
Squared-Chord *KL-Cond	0.939649367859318
KL-Cond^2 *AFd^2	0.939485775351077
N2rrc *N2rc^2	0.939474003275789
AFd *KL-Cond^2	0.939470194298931
KL-Cond^2	0.939453983088557
RRE-k-r^2 *EMD^2	0.939357950083316
Intersection *Jensen-Shannon	0.939112953898178
Kulczynski1 *Jensen-Shannon	0.93902679624755
Chi-Squared *RRE-k-r	0.938968326063278
SimMM *Kulczynski2	0.938908181259833
Chi-Squared *KL-Cond	0.938700796126155
D2-star *Normalized-Vectors^2	0.938631290857009
D2s *Canberra	0.938624795562906
Harmonic-Mean *Kulczynski1	0.938359073476958
D2s *D2z^2	0.938299647057755
D2s *Pearson-Coeff^2	0.938299647057742
Spearman *Kulczynski2	0.938277820721586
Pearson-Coeff *N2rc^2	0.938272485717586
D2z *N2rc^2	0.938272485717574
Harmonic-Mean *Intersection	0.938255227694838
Manhattan *D2s	0.938225542223777
Squared-Chord *N2r^2	0.938117854345865
EuclideanZ *N2r	0.938099272648917
Squared-Chord *N2rrc^2	0.938022544588598
K-Div *Kulczynski2	0.938008772124165
Jefferey-Div *Kulczynski2	0.93799041030755
Squared-Chord^2 *AFd^2	0.937859878314484
AFd *Squared-Chord^2	0.937850156777995
Squared-Chord^2	0.937839714785406
D2s *Similarity-ratio^2	0.937540592308702
Normalized-Vectors *N2rc^2	0.937532361012531
RRE-k-r *N2r^2	0.937471978442107
SimMM *Pearson-Coeff^2	0.937330233212725
SimMM *D2z^2	0.937330233212714
EuclideanZ *N2rrc	0.937306263666272
N2r *D2-star^2	0.937300224887765
KL-Cond *N2r^2	0.937284082750748
Chi-Squared *Squared-Chord	0.937248435913868
RRE-k-r *N2rrc^2	0.937072037127245
Kulczynski2 *Jensen-Shannon	0.936977313579039
Jefferey-Div *Similarity-ratio^2	0.936808162412118
D2s *Normalized-Vectors^2	0.936796062885519
KL-Cond *N2rrc^2	0.936707447140876
K-Div *Similarity-ratio^2	0.93667037130781
N2rrc *D2-star^2	0.936648293791918
Lengthd^2 *Kulczynski1^2	0.93664408435003
K-Div *Pearson-Coeff^2	0.93637647196664
K-Div *D2z^2	0.936376471966638
RRE-k-r *Kulczynski1	0.936337522084957
Chi-Squared *N2rrc^2	0.936306922412641
Chi-Squared^2 *AFd^2	0.936286633117474
AFd *Chi-Squared^2	0.936281180730879
Chi-Squared *N2r^2	0.936275233104704
Chi-Squared^2	0.936275190116072
Jefferey-Div *Pearson-Coeff^2	0.936249487403538
Jefferey-Div *D2z^2	0.936249487403524
KL-Cond *Kulczynski1	0.936124146557177
Harmonic-Mean *Kulczynski2	0.936103765123482
Squared-Chord^2 *EMD^2	0.936100545706553
Spearman *Similarity-ratio^2	0.936009215944507
Jensen-Shannon *Similarity-ratio^2	0.935622902700592
Intersection *RRE-k-r	0.935536426386552
SimMM *Similarity-ratio^2	0.935456920094979
Hellinger *Lengthd	0.935271674722335
KL-Cond *Intersection	0.935252384874362
Squared-Chord *Intersection	0.935235149360076
Squared-Chord *Kulczynski1	0.93504625796863
SimMM *Normalized-Vectors^2	0.934999585610066
Jensen-Shannon *D2z^2	0.934995079461951
