Statistics	Correct_Neighbors
Manhattan *Jensen-Shannon	5
Manhattan *Hellinger^2	5
Manhattan *Manhattan^2	5
Manhattan *Euclidean^2	5
Manhattan *Chi-Squared^2	5
Manhattan *Jefferey-Div^2	5
Manhattan *K-Div^2	5
Manhattan *Pearson-Coeff^2	5
Manhattan *Squared-Chord^2	5
Manhattan *KL-Cond^2	5
Manhattan *Intersection^2	5
Manhattan *RRE-k-r^2	5
Manhattan *SimMM^2	5
Manhattan *EuclideanZ^2	5
Manhattan *EMD^2	5
Manhattan *Jaccard^2	5
Manhattan *Lengthd^2	5
Manhattan *AFd^2	5
Manhattan *Mismatch^2	5
Manhattan *Canberra^2	5
Manhattan *Kulczynski1^2	5
Manhattan *Kulczynski2^2	5
Manhattan *Similarity-ratio^2	5
Manhattan *Jensen-Shannon^2	5
Euclidean *Chi-Squared	5
Euclidean *Jefferey-Div	5
Euclidean *K-Div	5
Euclidean *Pearson-Coeff	5
Euclidean *Squared-Chord	5
Euclidean *KL-Cond	5
Euclidean *Intersection	5
Euclidean *RRE-k-r	5
Euclidean *SimMM	5
Euclidean *EuclideanZ	5
Euclidean *EMD	5
Euclidean *Jaccard	5
Euclidean *Lengthd	5
Euclidean *AFd	5
Euclidean *Mismatch	5
Euclidean *Canberra	5
Euclidean *Kulczynski1	5
Euclidean *Kulczynski2	5
Euclidean *Similarity-ratio	5
Euclidean *Jensen-Shannon	5
Euclidean *Hellinger^2	5
Euclidean *Manhattan^2	5
Euclidean *Euclidean^2	5
Euclidean *Chi-Squared^2	5
Euclidean *Jefferey-Div^2	5
Euclidean *K-Div^2	5
Euclidean *Pearson-Coeff^2	5
Euclidean *Squared-Chord^2	5
Euclidean *KL-Cond^2	5
Euclidean *Intersection^2	5
Euclidean *RRE-k-r^2	5
Euclidean *SimMM^2	5
Euclidean *EuclideanZ^2	5
Euclidean *EMD^2	5
Euclidean *Jaccard^2	5
Euclidean *Lengthd^2	5
Euclidean *AFd^2	5
Euclidean *Mismatch^2	5
Euclidean *Canberra^2	5
Euclidean *Kulczynski1^2	5
Euclidean *Kulczynski2^2	5
Euclidean *Similarity-ratio^2	5
Euclidean *Jensen-Shannon^2	5
Chi-Squared *Jefferey-Div	5
Chi-Squared *K-Div	5
Chi-Squared *Pearson-Coeff	5
Chi-Squared *Squared-Chord	5
Chi-Squared *KL-Cond	5
Chi-Squared *Intersection	5
Chi-Squared *RRE-k-r	5
Chi-Squared *SimMM	5
Chi-Squared *EuclideanZ	5
Chi-Squared *EMD	5
Chi-Squared *Jaccard	5
Chi-Squared *Lengthd	5
Chi-Squared *AFd	5
Chi-Squared *Mismatch	5
Chi-Squared *Canberra	5
Chi-Squared *Kulczynski1	5
Chi-Squared *Kulczynski2	5
Chi-Squared *Similarity-ratio	5
Chi-Squared *Jensen-Shannon	5
Chi-Squared *Hellinger^2	5
Chi-Squared *Manhattan^2	5
Chi-Squared *Euclidean^2	5
Chi-Squared *Chi-Squared^2	5
Chi-Squared *Jefferey-Div^2	5
Chi-Squared *K-Div^2	5
Chi-Squared *Pearson-Coeff^2	5
Chi-Squared *Squared-Chord^2	5
Chi-Squared *KL-Cond^2	5
Chi-Squared *Intersection^2	5
Chi-Squared *RRE-k-r^2	5
Chi-Squared *SimMM^2	5
Chi-Squared *EuclideanZ^2	5
Chi-Squared *EMD^2	5
Chi-Squared *Jaccard^2	5
Chi-Squared *Lengthd^2	5
Chi-Squared *AFd^2	5
Chi-Squared *Mismatch^2	5
Chi-Squared *Canberra^2	5
Chi-Squared *Kulczynski1^2	5
Chi-Squared *Kulczynski2^2	5
Chi-Squared *Similarity-ratio^2	5
Chi-Squared *Jensen-Shannon^2	5
Jefferey-Div *K-Div	5
Jefferey-Div *Pearson-Coeff	5
Jefferey-Div *Squared-Chord	5
Jefferey-Div *KL-Cond	5
Jefferey-Div *Intersection	5
Jefferey-Div *RRE-k-r	5
Jefferey-Div *SimMM	5
Jefferey-Div *EuclideanZ	5
Jefferey-Div *EMD	5
Jefferey-Div *Jaccard	5
Jefferey-Div *Lengthd	5
Jefferey-Div *AFd	5
Jefferey-Div *Mismatch	5
Jefferey-Div *Canberra	5
Jefferey-Div *Kulczynski1	5
Jefferey-Div *Kulczynski2	5
Jefferey-Div *Similarity-ratio	5
Jefferey-Div *Jensen-Shannon	5
Jefferey-Div *Hellinger^2	5
Jefferey-Div *Manhattan^2	5
Jefferey-Div *Euclidean^2	5
Jefferey-Div *Chi-Squared^2	5
Jefferey-Div *Jefferey-Div^2	5
Jefferey-Div *K-Div^2	5
Jefferey-Div *Pearson-Coeff^2	5
Jefferey-Div *Squared-Chord^2	5
Jefferey-Div *KL-Cond^2	5
Jefferey-Div *Intersection^2	5
Jefferey-Div *RRE-k-r^2	5
Jefferey-Div *SimMM^2	5
Jefferey-Div *EuclideanZ^2	5
Jefferey-Div *EMD^2	5
Jefferey-Div *Jaccard^2	5
Jefferey-Div *Lengthd^2	5
Jefferey-Div *AFd^2	5
Jefferey-Div *Mismatch^2	5
Jefferey-Div *Canberra^2	5
Jefferey-Div *Kulczynski1^2	5
Jefferey-Div *Kulczynski2^2	5
Jefferey-Div *Similarity-ratio^2	5
Jefferey-Div *Jensen-Shannon^2	5
K-Div *Pearson-Coeff	5
K-Div *Squared-Chord	5
K-Div *KL-Cond	5
K-Div *Intersection	5
K-Div *RRE-k-r	5
K-Div *SimMM	5
K-Div *EuclideanZ	5
K-Div *EMD	5
K-Div *Jaccard	5
K-Div *Lengthd	5
K-Div *AFd	5
K-Div *Mismatch	5
K-Div *Canberra	5
K-Div *Kulczynski1	5
K-Div *Kulczynski2	5
K-Div *Similarity-ratio	5
K-Div *Jensen-Shannon	5
K-Div *Hellinger^2	5
K-Div *Manhattan^2	5
K-Div *Euclidean^2	5
K-Div *Chi-Squared^2	5
K-Div *Jefferey-Div^2	5
K-Div *K-Div^2	5
K-Div *Pearson-Coeff^2	5
K-Div *Squared-Chord^2	5
K-Div *KL-Cond^2	5
K-Div *Intersection^2	5
K-Div *RRE-k-r^2	5
K-Div *SimMM^2	5
K-Div *EuclideanZ^2	5
K-Div *EMD^2	5
K-Div *Jaccard^2	5
K-Div *Lengthd^2	5
K-Div *AFd^2	5
K-Div *Mismatch^2	5
K-Div *Canberra^2	5
K-Div *Kulczynski1^2	5
K-Div *Kulczynski2^2	5
K-Div *Similarity-ratio^2	5
K-Div *Jensen-Shannon^2	5
Pearson-Coeff *Squared-Chord	5
Pearson-Coeff *KL-Cond	5
Pearson-Coeff *Intersection	5
Pearson-Coeff *RRE-k-r	5
Pearson-Coeff *SimMM	5
Pearson-Coeff *EuclideanZ	5
Pearson-Coeff *EMD	5
Pearson-Coeff *Jaccard	5
Pearson-Coeff *Lengthd	5
Pearson-Coeff *AFd	5
Pearson-Coeff *Mismatch	5
Pearson-Coeff *Canberra	5
Pearson-Coeff *Kulczynski1	5
Pearson-Coeff *Kulczynski2	5
Pearson-Coeff *Similarity-ratio	5
Pearson-Coeff *Jensen-Shannon	5
Pearson-Coeff *Hellinger^2	5
Pearson-Coeff *Manhattan^2	5
Pearson-Coeff *Euclidean^2	5
Pearson-Coeff *Chi-Squared^2	5
Pearson-Coeff *Jefferey-Div^2	5
Pearson-Coeff *K-Div^2	5
Pearson-Coeff *Pearson-Coeff^2	5
Pearson-Coeff *Squared-Chord^2	5
Pearson-Coeff *KL-Cond^2	5
Pearson-Coeff *Intersection^2	5
Pearson-Coeff *RRE-k-r^2	5
Pearson-Coeff *SimMM^2	5
Pearson-Coeff *EuclideanZ^2	5
Pearson-Coeff *EMD^2	5
Pearson-Coeff *Jaccard^2	5
Pearson-Coeff *Lengthd^2	5
Pearson-Coeff *AFd^2	5
Pearson-Coeff *Mismatch^2	5
Pearson-Coeff *Canberra^2	5
Pearson-Coeff *Kulczynski1^2	5
Pearson-Coeff *Kulczynski2^2	5
Pearson-Coeff *Similarity-ratio^2	5
Pearson-Coeff *Jensen-Shannon^2	5
Squared-Chord *KL-Cond	5
Squared-Chord *Intersection	5
Squared-Chord *RRE-k-r	5
Squared-Chord *SimMM	5
Squared-Chord *EuclideanZ	5
Squared-Chord *EMD	5
Squared-Chord *Jaccard	5
Squared-Chord *Lengthd	5
Squared-Chord *AFd	5
Squared-Chord *Mismatch	5
Squared-Chord *Canberra	5
Squared-Chord *Kulczynski1	5
Squared-Chord *Kulczynski2	5
Squared-Chord *Similarity-ratio	5
Squared-Chord *Jensen-Shannon	5
Squared-Chord *Hellinger^2	5
Squared-Chord *Manhattan^2	5
Squared-Chord *Euclidean^2	5
Squared-Chord *Chi-Squared^2	5
Squared-Chord *Jefferey-Div^2	5
Squared-Chord *K-Div^2	5
Squared-Chord *Pearson-Coeff^2	5
Squared-Chord *Squared-Chord^2	5
Squared-Chord *KL-Cond^2	5
Squared-Chord *Intersection^2	5
Squared-Chord *RRE-k-r^2	5
Squared-Chord *SimMM^2	5
Squared-Chord *EuclideanZ^2	5
Squared-Chord *EMD^2	5
Squared-Chord *Jaccard^2	5
Squared-Chord *Lengthd^2	5
Squared-Chord *AFd^2	5
Squared-Chord *Mismatch^2	5
Squared-Chord *Canberra^2	5
Squared-Chord *Kulczynski1^2	5
Squared-Chord *Kulczynski2^2	5
Squared-Chord *Similarity-ratio^2	5
Squared-Chord *Jensen-Shannon^2	5
KL-Cond *Intersection	5
KL-Cond *RRE-k-r	5
KL-Cond *SimMM	5
KL-Cond *EuclideanZ	5
KL-Cond *EMD	5
KL-Cond *Jaccard	5
KL-Cond *Lengthd	5
KL-Cond *AFd	5
KL-Cond *Mismatch	5
KL-Cond *Canberra	5
KL-Cond *Kulczynski1	5
KL-Cond *Kulczynski2	5
KL-Cond *Similarity-ratio	5
KL-Cond *Jensen-Shannon	5
KL-Cond *Hellinger^2	5
KL-Cond *Manhattan^2	5
KL-Cond *Euclidean^2	5
KL-Cond *Chi-Squared^2	5
KL-Cond *Jefferey-Div^2	5
KL-Cond *K-Div^2	5
KL-Cond *Pearson-Coeff^2	5
KL-Cond *Squared-Chord^2	5
KL-Cond *KL-Cond^2	5
KL-Cond *Intersection^2	5
KL-Cond *RRE-k-r^2	5
KL-Cond *SimMM^2	5
KL-Cond *EuclideanZ^2	5
KL-Cond *EMD^2	5
KL-Cond *Jaccard^2	5
KL-Cond *Lengthd^2	5
KL-Cond *AFd^2	5
KL-Cond *Mismatch^2	5
KL-Cond *Canberra^2	5
KL-Cond *Kulczynski1^2	5
KL-Cond *Kulczynski2^2	5
KL-Cond *Similarity-ratio^2	5
KL-Cond *Jensen-Shannon^2	5
Intersection *RRE-k-r	5
Intersection *SimMM	5
Intersection *EuclideanZ	5
Intersection *EMD	5
Intersection *Jaccard	5
Intersection *Lengthd	5
Intersection *AFd	5
Intersection *Mismatch	5
Intersection *Canberra	5
Intersection *Kulczynski1	5
Intersection *Kulczynski2	5
Intersection *Similarity-ratio	5
Intersection *Jensen-Shannon	5
Intersection *Hellinger^2	5
Intersection *Manhattan^2	5
Intersection *Euclidean^2	5
Intersection *Chi-Squared^2	5
Intersection *Jefferey-Div^2	5
Intersection *K-Div^2	5
Intersection *Pearson-Coeff^2	5
Intersection *Squared-Chord^2	5
Intersection *KL-Cond^2	5
Intersection *Intersection^2	5
Intersection *RRE-k-r^2	5
Intersection *SimMM^2	5
Intersection *EuclideanZ^2	5
Intersection *EMD^2	5
Intersection *Jaccard^2	5
Intersection *Lengthd^2	5
Intersection *AFd^2	5
Intersection *Mismatch^2	5
Intersection *Canberra^2	5
Intersection *Kulczynski1^2	5
Intersection *Kulczynski2^2	5
Intersection *Similarity-ratio^2	5
Intersection *Jensen-Shannon^2	5
RRE-k-r *SimMM	5
RRE-k-r *EuclideanZ	5
RRE-k-r *EMD	5
RRE-k-r *Jaccard	5
RRE-k-r *Lengthd	5
RRE-k-r *AFd	5
RRE-k-r *Mismatch	5
RRE-k-r *Canberra	5
RRE-k-r *Kulczynski1	5
RRE-k-r *Kulczynski2	5
RRE-k-r *Similarity-ratio	5
RRE-k-r *Jensen-Shannon	5
RRE-k-r *Hellinger^2	5
RRE-k-r *Manhattan^2	5
RRE-k-r *Euclidean^2	5
RRE-k-r *Chi-Squared^2	5
RRE-k-r *Jefferey-Div^2	5
RRE-k-r *K-Div^2	5
RRE-k-r *Pearson-Coeff^2	5
RRE-k-r *Squared-Chord^2	5
RRE-k-r *KL-Cond^2	5
RRE-k-r *Intersection^2	5
RRE-k-r *RRE-k-r^2	5
RRE-k-r *SimMM^2	5
RRE-k-r *EuclideanZ^2	5
RRE-k-r *EMD^2	5
RRE-k-r *Jaccard^2	5
RRE-k-r *Lengthd^2	5
RRE-k-r *AFd^2	5
RRE-k-r *Mismatch^2	5
RRE-k-r *Canberra^2	5
RRE-k-r *Kulczynski1^2	5
RRE-k-r *Kulczynski2^2	5
RRE-k-r *Similarity-ratio^2	5
RRE-k-r *Jensen-Shannon^2	5
SimMM *EuclideanZ	5
SimMM *EMD	5
SimMM *Jaccard	5
SimMM *Lengthd	5
SimMM *AFd	5
SimMM *Mismatch	5
SimMM *Canberra	5
SimMM *Kulczynski1	5
SimMM *Kulczynski2	5
SimMM *Similarity-ratio	5
SimMM *Jensen-Shannon	5
SimMM *Hellinger^2	5
SimMM *Manhattan^2	5
SimMM *Euclidean^2	5
SimMM *Chi-Squared^2	5
SimMM *Jefferey-Div^2	5
SimMM *K-Div^2	5
SimMM *Pearson-Coeff^2	5
SimMM *Squared-Chord^2	5
SimMM *KL-Cond^2	5
SimMM *Intersection^2	5
SimMM *RRE-k-r^2	5
SimMM *SimMM^2	5
SimMM *EuclideanZ^2	5
SimMM *EMD^2	5
SimMM *Jaccard^2	5
SimMM *Lengthd^2	5
SimMM *AFd^2	5
SimMM *Mismatch^2	5
SimMM *Canberra^2	5
SimMM *Kulczynski1^2	5
SimMM *Kulczynski2^2	5
SimMM *Similarity-ratio^2	5
SimMM *Jensen-Shannon^2	5
EuclideanZ *EMD	5
EuclideanZ *Jaccard	5
EuclideanZ *Lengthd	5
EuclideanZ *AFd	5
EuclideanZ *Mismatch	5
EuclideanZ *Canberra	5
EuclideanZ *Kulczynski1	5
EuclideanZ *Kulczynski2	5
EuclideanZ *Similarity-ratio	5
EuclideanZ *Jensen-Shannon	5
EuclideanZ *Hellinger^2	5
EuclideanZ *Manhattan^2	5
EuclideanZ *Euclidean^2	5
EuclideanZ *Chi-Squared^2	5
EuclideanZ *Jefferey-Div^2	5
EuclideanZ *K-Div^2	5
EuclideanZ *Pearson-Coeff^2	5
EuclideanZ *Squared-Chord^2	5
EuclideanZ *KL-Cond^2	5
EuclideanZ *Intersection^2	5
EuclideanZ *RRE-k-r^2	5
EuclideanZ *SimMM^2	5
EuclideanZ *EuclideanZ^2	5
EuclideanZ *EMD^2	5
EuclideanZ *Jaccard^2	5
EuclideanZ *Lengthd^2	5
EuclideanZ *AFd^2	5
EuclideanZ *Mismatch^2	5
EuclideanZ *Canberra^2	5
EuclideanZ *Kulczynski1^2	5
EuclideanZ *Kulczynski2^2	5
EuclideanZ *Similarity-ratio^2	5
EuclideanZ *Jensen-Shannon^2	5
EMD *Jaccard	5
EMD *Lengthd	5
EMD *AFd	5
EMD *Mismatch	5
EMD *Canberra	5
EMD *Kulczynski1	5
EMD *Kulczynski2	5
EMD *Similarity-ratio	5
EMD *Jensen-Shannon	5
EMD *Hellinger^2	5
EMD *Manhattan^2	5
EMD *Euclidean^2	5
EMD *Chi-Squared^2	5
EMD *Jefferey-Div^2	5
EMD *K-Div^2	5
EMD *Pearson-Coeff^2	5
EMD *Squared-Chord^2	5
EMD *KL-Cond^2	5
EMD *Intersection^2	5
EMD *RRE-k-r^2	5
EMD *SimMM^2	5
EMD *EuclideanZ^2	5
EMD *EMD^2	5
EMD *Jaccard^2	5
EMD *Lengthd^2	5
EMD *AFd^2	5
EMD *Mismatch^2	5
EMD *Canberra^2	5
EMD *Kulczynski1^2	5
EMD *Kulczynski2^2	5
EMD *Similarity-ratio^2	5
EMD *Jensen-Shannon^2	5
Jaccard *Lengthd	5
Jaccard *AFd	5
Jaccard *Mismatch	5
Jaccard *Canberra	5
Jaccard *Kulczynski1	5
Jaccard *Kulczynski2	5
Jaccard *Similarity-ratio	5
Jaccard *Jensen-Shannon	5
Jaccard *Hellinger^2	5
Jaccard *Manhattan^2	5
Jaccard *Euclidean^2	5
Jaccard *Chi-Squared^2	5
Jaccard *Jefferey-Div^2	5
Jaccard *K-Div^2	5
Jaccard *Pearson-Coeff^2	5
Jaccard *Squared-Chord^2	5
Jaccard *KL-Cond^2	5
Jaccard *Intersection^2	5
Jaccard *RRE-k-r^2	5
Jaccard *SimMM^2	5
Jaccard *EuclideanZ^2	5
Jaccard *EMD^2	5
Jaccard *Jaccard^2	5
Jaccard *Lengthd^2	5
Jaccard *AFd^2	5
Jaccard *Mismatch^2	5
Jaccard *Canberra^2	5
Jaccard *Kulczynski1^2	5
Jaccard *Kulczynski2^2	5
Jaccard *Similarity-ratio^2	5
Jaccard *Jensen-Shannon^2	5
Lengthd *AFd	5
Lengthd *Mismatch	5
Lengthd *Canberra	5
Lengthd *Kulczynski1	5
Lengthd *Kulczynski2	5
Lengthd *Similarity-ratio	5
Lengthd *Jensen-Shannon	5
Lengthd *Hellinger^2	5
Lengthd *Manhattan^2	5
Lengthd *Euclidean^2	5
Lengthd *Chi-Squared^2	5
Lengthd *Jefferey-Div^2	5
Lengthd *K-Div^2	5
Lengthd *Pearson-Coeff^2	5
Lengthd *Squared-Chord^2	5
Lengthd *KL-Cond^2	5
Lengthd *Intersection^2	5
Lengthd *RRE-k-r^2	5
Lengthd *SimMM^2	5
Lengthd *EuclideanZ^2	5
Lengthd *EMD^2	5
Lengthd *Jaccard^2	5
Lengthd *Lengthd^2	5
Lengthd *AFd^2	5
Lengthd *Mismatch^2	5
Lengthd *Canberra^2	5
Lengthd *Kulczynski1^2	5
Lengthd *Kulczynski2^2	5
Lengthd *Similarity-ratio^2	5
Lengthd *Jensen-Shannon^2	5
AFd *Mismatch	5
AFd *Canberra	5
AFd *Kulczynski1	5
AFd *Kulczynski2	5
AFd *Similarity-ratio	5
AFd *Jensen-Shannon	5
AFd *Hellinger^2	5
AFd *Manhattan^2	5
AFd *Euclidean^2	5
AFd *Chi-Squared^2	5
AFd *Jefferey-Div^2	5
AFd *K-Div^2	5
AFd *Pearson-Coeff^2	5
AFd *Squared-Chord^2	5
AFd *KL-Cond^2	5
AFd *Intersection^2	5
AFd *RRE-k-r^2	5
AFd *SimMM^2	5
AFd *EuclideanZ^2	5
AFd *EMD^2	5
AFd *Jaccard^2	5
AFd *Lengthd^2	5
AFd *AFd^2	5
AFd *Mismatch^2	5
AFd *Canberra^2	5
AFd *Kulczynski1^2	5
AFd *Kulczynski2^2	5
AFd *Similarity-ratio^2	5
AFd *Jensen-Shannon^2	5
Mismatch *Canberra	5
Mismatch *Kulczynski1	5
Mismatch *Kulczynski2	5
Mismatch *Similarity-ratio	5
Mismatch *Jensen-Shannon	5
Mismatch *Hellinger^2	5
Mismatch *Manhattan^2	5
Mismatch *Euclidean^2	5
Mismatch *Chi-Squared^2	5
Mismatch *Jefferey-Div^2	5
Mismatch *K-Div^2	5
Mismatch *Pearson-Coeff^2	5
Mismatch *Squared-Chord^2	5
Mismatch *KL-Cond^2	5
Mismatch *Intersection^2	5
Mismatch *RRE-k-r^2	5
Mismatch *SimMM^2	5
Mismatch *EuclideanZ^2	5
Mismatch *EMD^2	5
Mismatch *Jaccard^2	5
Mismatch *Lengthd^2	5
Mismatch *AFd^2	5
Mismatch *Mismatch^2	5
Mismatch *Canberra^2	5
Mismatch *Kulczynski1^2	5
Mismatch *Kulczynski2^2	5
Mismatch *Similarity-ratio^2	5
Mismatch *Jensen-Shannon^2	5
Canberra *Kulczynski1	5
Canberra *Kulczynski2	5
Canberra *Similarity-ratio	5
Canberra *Jensen-Shannon	5
Canberra *Hellinger^2	5
Canberra *Manhattan^2	5
Canberra *Euclidean^2	5
Canberra *Chi-Squared^2	5
Canberra *Jefferey-Div^2	5
Canberra *K-Div^2	5
Canberra *Pearson-Coeff^2	5
Canberra *Squared-Chord^2	5
Canberra *KL-Cond^2	5
Canberra *Intersection^2	5
Canberra *RRE-k-r^2	5
Canberra *SimMM^2	5
Canberra *EuclideanZ^2	5
Canberra *EMD^2	5
Canberra *Jaccard^2	5
Canberra *Lengthd^2	5
Canberra *AFd^2	5
Canberra *Mismatch^2	5
Canberra *Canberra^2	5
Canberra *Kulczynski1^2	5
Canberra *Kulczynski2^2	5
Canberra *Similarity-ratio^2	5
Canberra *Jensen-Shannon^2	5
Kulczynski1 *Kulczynski2	5
Kulczynski1 *Similarity-ratio	5
Kulczynski1 *Jensen-Shannon	5
Kulczynski1 *Hellinger^2	5
Kulczynski1 *Manhattan^2	5
Kulczynski1 *Euclidean^2	5
Kulczynski1 *Chi-Squared^2	5
Kulczynski1 *Jefferey-Div^2	5
Kulczynski1 *K-Div^2	5
Kulczynski1 *Pearson-Coeff^2	5
Kulczynski1 *Squared-Chord^2	5
Kulczynski1 *KL-Cond^2	5
Kulczynski1 *Intersection^2	5
Kulczynski1 *RRE-k-r^2	5
Kulczynski1 *SimMM^2	5
Kulczynski1 *EuclideanZ^2	5
Kulczynski1 *EMD^2	5
Kulczynski1 *Jaccard^2	5
Kulczynski1 *Lengthd^2	5
Kulczynski1 *AFd^2	5
Kulczynski1 *Mismatch^2	5
Kulczynski1 *Canberra^2	5
Kulczynski1 *Kulczynski1^2	5
Kulczynski1 *Kulczynski2^2	5
Kulczynski1 *Similarity-ratio^2	5
Kulczynski1 *Jensen-Shannon^2	5
Kulczynski2 *Similarity-ratio	5
Kulczynski2 *Jensen-Shannon	5
Kulczynski2 *Hellinger^2	5
Kulczynski2 *Manhattan^2	5
Kulczynski2 *Euclidean^2	5
Kulczynski2 *Chi-Squared^2	5
Kulczynski2 *Jefferey-Div^2	5
Kulczynski2 *K-Div^2	5
Kulczynski2 *Pearson-Coeff^2	5
Kulczynski2 *Squared-Chord^2	5
Kulczynski2 *KL-Cond^2	5
Kulczynski2 *Intersection^2	5
Kulczynski2 *RRE-k-r^2	5
Kulczynski2 *SimMM^2	5
Kulczynski2 *EuclideanZ^2	5
Kulczynski2 *EMD^2	5
Kulczynski2 *Jaccard^2	5
Kulczynski2 *Lengthd^2	5
Kulczynski2 *AFd^2	5
Kulczynski2 *Mismatch^2	5
Kulczynski2 *Canberra^2	5
Kulczynski2 *Kulczynski1^2	5
Kulczynski2 *Kulczynski2^2	5
Kulczynski2 *Similarity-ratio^2	5
Kulczynski2 *Jensen-Shannon^2	5
Similarity-ratio *Jensen-Shannon	5
Similarity-ratio *Hellinger^2	5
Similarity-ratio *Manhattan^2	5
Similarity-ratio *Euclidean^2	5
Similarity-ratio *Chi-Squared^2	5
Similarity-ratio *Jefferey-Div^2	5
Similarity-ratio *K-Div^2	5
Similarity-ratio *Pearson-Coeff^2	5
Similarity-ratio *Squared-Chord^2	5
Similarity-ratio *KL-Cond^2	5
Similarity-ratio *Intersection^2	5
Similarity-ratio *RRE-k-r^2	5
Similarity-ratio *SimMM^2	5
Similarity-ratio *EuclideanZ^2	5
Similarity-ratio *EMD^2	5
Similarity-ratio *Jaccard^2	5
Similarity-ratio *Lengthd^2	5
Similarity-ratio *AFd^2	5
Similarity-ratio *Mismatch^2	5
Similarity-ratio *Canberra^2	5
Similarity-ratio *Kulczynski1^2	5
Similarity-ratio *Kulczynski2^2	5
Similarity-ratio *Similarity-ratio^2	5
Similarity-ratio *Jensen-Shannon^2	5
Jensen-Shannon *Hellinger^2	5
Jensen-Shannon *Manhattan^2	5
Jensen-Shannon *Euclidean^2	5
Jensen-Shannon *Chi-Squared^2	5
Jensen-Shannon *Jefferey-Div^2	5
Jensen-Shannon *K-Div^2	5
Jensen-Shannon *Pearson-Coeff^2	5
Jensen-Shannon *Squared-Chord^2	5
Jensen-Shannon *KL-Cond^2	5
Jensen-Shannon *Intersection^2	5
Jensen-Shannon *RRE-k-r^2	5
Jensen-Shannon *SimMM^2	5
Jensen-Shannon *EuclideanZ^2	5
Jensen-Shannon *EMD^2	5
Jensen-Shannon *Jaccard^2	5
Jensen-Shannon *Lengthd^2	5
Jensen-Shannon *AFd^2	5
Jensen-Shannon *Mismatch^2	5
Jensen-Shannon *Canberra^2	5
Jensen-Shannon *Kulczynski1^2	5
Jensen-Shannon *Kulczynski2^2	5
Jensen-Shannon *Similarity-ratio^2	5
Jensen-Shannon *Jensen-Shannon^2	5
Hellinger^2 *Manhattan^2	5
Hellinger^2 *Euclidean^2	5
Hellinger^2 *Chi-Squared^2	5
Hellinger^2 *Jefferey-Div^2	5
Hellinger^2 *K-Div^2	5
Hellinger^2 *Pearson-Coeff^2	5
Hellinger^2 *Squared-Chord^2	5
Hellinger^2 *KL-Cond^2	5
